CODGEO;LIBGEO;REG;DEP;P16_POP;P11_POP;SUPERF;NAIS1116;DECE1116;P16_MEN;NAISD18;DECESD18;P16_LOG;P16_RP;P16_RSECOCC;P16_LOGVAC;P16_RP_PROP;NBMENFISC16;PIMP16;MED16;TP6016;P16_EMPLT;P16_EMPLT_SAL;P11_EMPLT;P16_POP1564;P16_CHOM1564;P16_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
94058;Le Perreux-sur-Marne;11;94;33729.0;33214.0;3.96;2398.0;1082.0;14964.1913756;409.0;229.0;16404.1258159;14964.1913756;252.408023987;1187.52641628;9191.34892764;14878.0;74.0;28317.0;9.0;5718.38282334;4439.68236153;5710.7447093;21772.3123335;1682.58085781;17452.0488777;3212.0;6.0;99.0;310.0;2357.0;421.0;440.0;621.0;90.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4975981658, 48.8308097156], [2.4975991568, 48.8309895918], [2.4938143488, 48.8401596591], [2.4920619176, 48.8460600637], [2.4915219509, 48.8476334267], [2.4915233599, 48.8477683347], [2.4935066706, 48.8506501558], [2.495214636, 48.8527159704], [2.4964440181, 48.853972135], [2.4990369148, 48.8554516418], [2.499718939, 48.8556748334], [2.5004000287, 48.8558539496], [2.5063240867, 48.8557562265], [2.5133340751, 48.8504338639], [2.5136731963, 48.8501636412], [2.512921794, 48.8494914731], [2.5123753558, 48.8489073717], [2.5118142547, 48.848144238], [2.5114023428, 48.8470219721], [2.5112647425, 48.8464377345], [2.5111931979, 48.8454940275], [2.5115277395, 48.8439656034], [2.5118651847, 48.8427069931], [2.5130807401, 48.8399185647], [2.5134186369, 48.8393344617], [2.5140294407, 48.8387047001], [2.5152659122, 48.8378931048], [2.5165203978, 48.8370446957], [2.5173687508, 48.835913137], [2.5175712588, 48.835229545], [2.5175677292, 48.8342861071], [2.517497563, 48.833477303], [2.5172905607, 48.8330285882], [2.5165210469, 48.8318338317], [2.5150922547, 48.830784792], [2.5140687848, 48.8302464188], [2.5125008518, 48.8296653473], [2.5118200627, 48.8294862959], [2.5107983993, 48.8294875174], [2.5065780428, 48.8302337367], [2.5044617193, 48.8306036173], [2.5044249975, 48.8300242774], [2.5046744373, 48.829721327], [2.5027016547, 48.8300387087], [2.4982102537, 48.8307637198], [2.4975981658, 48.8308097156]]]}";48.8421812372,2.50400643241
94059;Le Plessis-Trévise;11;94;20279.0;19095.0;4.32;1437.0;491.0;8203.04650891;260.0;114.0;8363.41804154;8203.04650891;67.5337691325;92.8377634951;4875.47749716;7798.0;70.0;24326.3333333;10.0;3030.12641089;2457.72112781;3113.92081136;12783.7165283;893.518485771;9901.21372965;1457.0;2.0;61.0;271.0;961.0;246.0;162.0;364.0;63.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.557404987, 48.8187058625], [2.557679609, 48.8192446992], [2.5577495007, 48.8195147672], [2.5561223584, 48.8209108471], [2.5561216005, 48.8209998813], [2.5579641729, 48.8219852141], [2.5596804517, 48.8227730921], [2.5649974074, 48.8203696685], [2.5682921934, 48.8183706305], [2.5684958631, 48.8182805298], [2.568969817, 48.8177848902], [2.5692540802, 48.8173353324], [2.5694553903, 48.8167056018], [2.5714864682, 48.8143196821], [2.574124872, 48.8129126037], [2.5803845663, 48.8109228477], [2.5920700871, 48.807527694], [2.5922736734, 48.807437552], [2.5924776103, 48.8073024421], [2.5918208873, 48.7981355587], [2.5915437636, 48.7973638432], [2.5914747358, 48.7971387621], [2.5888748526, 48.793819222], [2.5884703794, 48.7933240683], [2.5872589846, 48.7933090982], [2.5859969615, 48.7933272177], [2.5771597649, 48.7938251157], [2.5755328009, 48.7945253648], [2.5739902994, 48.7955460728], [2.5718742481, 48.7977725769], [2.5716754237, 48.7989410596], [2.5712687435, 48.7993919898], [2.5648463024, 48.805020473], [2.5589198668, 48.806740843], [2.5585150512, 48.807594654], [2.5585209511, 48.8080236772], [2.5604304016, 48.8100722902], [2.5592709032, 48.8143445285], [2.5574053686, 48.8186608957], [2.557404987, 48.8187058625]]]}";48.8062253343,2.57508931375
94071;Sucy-en-Brie;11;94;26279.0;25655.0;10.43;1526.0;916.0;10625.6790898;292.0;188.0;10981.1414737;10625.6790898;59.575916025;295.886467833;7004.75453039;10103.0;71.0;25653.6;10.0;6804.10830644;5983.42239317;6779.49960489;16552.0429991;1265.41956438;12344.8802079;2015.0;11.0;75.0;231.0;1417.0;328.0;281.0;399.0;117.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5178826448, 48.7855061679], [2.5174541844, 48.7851824551], [2.5154554634, 48.7836462939], [2.5133823933, 48.7819227192], [2.5125072963, 48.7811942372], [2.5123121358, 48.780961396], [2.5142409606, 48.7809206858], [2.5182186879, 48.7799195715], [2.5217118215, 48.778617785], [2.5225865173, 48.7774655543], [2.5257019027, 48.7769707008], [2.5320519663, 48.7767708914], [2.5351826726, 48.7769854778], [2.5355592892, 48.7770229185], [2.5356417201, 48.7767821997], [2.5396374067, 48.7681085276], [2.5456755891, 48.7653120037], [2.5525410841, 48.7651193642], [2.5575161801, 48.7646756025], [2.5615082322, 48.763664999], [2.5704320807, 48.7665845238], [2.5716768711, 48.7670962587], [2.5737664687, 48.7679581682], [2.576048009, 48.7684816462], [2.577457042, 48.7677095534], [2.5796589115, 48.7652889273], [2.5798967883, 48.7639631389], [2.5776241269, 48.7615213243], [2.5743313136, 48.7604258449], [2.5720038802, 48.7590738067], [2.5753544206, 48.7558991475], [2.5767780429, 48.7551325037], [2.577118476, 48.7550869402], [2.5771172125, 48.7549070528], [2.5754744286, 48.7523486821], [2.5752691426, 48.7521689682], [2.5703046283, 48.7513255417], [2.5701727435, 48.7511541777], [2.5677908915, 48.7515098446], [2.5623117864, 48.7526897106], [2.5589607396, 48.7540831698], [2.5580213317, 48.754344125], [2.5572077624, 48.7545218939], [2.5566430888, 48.7545422842], [2.5401990147, 48.7554793534], [2.5392481715, 48.7554810851], [2.5225888443, 48.7575751479], [2.5103271932, 48.7611663361], [2.4998644792, 48.7631250772], [2.4997503348, 48.7629690007], [2.4968619631, 48.7646729484], [2.4964796305, 48.7670736654], [2.4978634702, 48.7732827079], [2.5037536102, 48.7783430788], [2.5082962774, 48.7806445377], [2.5124424515, 48.7846386629], [2.5125037455, 48.7849249208], [2.5135773186, 48.7856856871], [2.5141894916, 48.7858644588], [2.5158299974, 48.7862587561], [2.516869281, 48.7864680244], [2.5170677205, 48.7863510059], [2.5175396193, 48.7860992831], [2.518228048, 48.7856865405], [2.5178826448, 48.7855061679]]]}";48.7656350255,2.5336357694
94074;Valenton;11;94;14858.0;11940.0;5.31;1277.0;306.0;5127.92011574;301.0;77.0;5329.83403427;5127.92011574;39.654440774;162.25947775;1377.06028044;4848.0;40.0;16116.6666667;29.0;4139.88458289;3752.81988166;3504.78052836;9686.4946454;1473.51848629;6938.08076699;856.0;0.0;34.0;141.0;605.0;184.0;76.0;223.0;78.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4753778859, 48.7276005139], [2.4729799734, 48.7275674637], [2.4728581185, 48.7307509497], [2.4727046295, 48.7341033816], [2.4719541601, 48.7373218469], [2.4712462474, 48.738208255], [2.4682081645, 48.7395663979], [2.4641463269, 48.7404872444], [2.4584760229, 48.7425447464], [2.4576423748, 48.7481758941], [2.4528183981, 48.7564582798], [2.4522035515, 48.7573647765], [2.4517565271, 48.7579626392], [2.451142798, 48.7587594053], [2.4505842295, 48.7594835686], [2.4495673011, 48.7605842728], [2.449107963, 48.7610543499], [2.4471023246, 48.762117189], [2.4447324711, 48.7630074118], [2.4438481586, 48.7626246424], [2.442551966, 48.7619566277], [2.4423656054, 48.7622093938], [2.4391786033, 48.7641848836], [2.4360851763, 48.7666697971], [2.4355661109, 48.7672366754], [2.4352958803, 48.7674395653], [2.4391026167, 48.7712566226], [2.4398148866, 48.7717051735], [2.4409354929, 48.771889406], [2.4437885837, 48.7711526154], [2.4510651935, 48.7688567984], [2.4627008717, 48.7665163658], [2.4646768555, 48.7664730719], [2.4655225026, 48.7662681949], [2.4669700588, 48.7650766442], [2.4676345657, 48.7639535406], [2.4680635094, 48.7631144982], [2.468329119, 48.7622819221], [2.4685795218, 48.7613386489], [2.4718136697, 48.7522895359], [2.474411704, 48.7413378711], [2.4803269413, 48.7346773704], [2.4815243319, 48.7337723466], [2.4822687335, 48.7330218487], [2.4838860124, 48.7303458256], [2.4843700714, 48.7295159354], [2.4845525554, 48.7290723998], [2.4844850139, 48.7290280355], [2.480745057, 48.7280440243], [2.4787749913, 48.7276414815], [2.4753778859, 48.7276005139]]]}";48.7529618253,2.46164979003
95008;Aincourt;11;95;930.0;967.0;10.03;47.0;19.0;335.0;7.0;9.0;379.691099476;335.0;17.2670157068;27.4240837696;251.396192134;314.0;;24988.3623188;;358.635435884;329.092798762;382.829507866;618.092544563;37.3044956024;455.526946989;42.0;4.0;1.0;3.0;22.0;2.0;12.0;8.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.7775244874, 49.0897660184], [1.7769212378, 49.0886394387], [1.7769329727, 49.0875613769], [1.7770739169, 49.0871581554], [1.7781702779, 49.0869382005], [1.778855808, 49.0868966076], [1.7846979646, 49.0854855641], [1.7882701821, 49.0840648659], [1.7911566764, 49.082864674], [1.7931487119, 49.0819755635], [1.7939562498, 49.0815700201], [1.795225776, 49.0796035308], [1.7955285123, 49.0788871744], [1.7957885322, 49.0781236284], [1.7963275366, 49.0737137548], [1.7965480581, 49.0722322116], [1.7968976253, 49.07155948], [1.7997500558, 49.066764446], [1.799842224, 49.064555012], [1.7997745262, 49.0644644108], [1.7972111371, 49.0625242718], [1.7964837934, 49.0620232988], [1.7941625055, 49.0585082181], [1.7943025368, 49.0581939845], [1.7915728909, 49.0575982293], [1.7908225003, 49.0575043504], [1.7902060881, 49.0575916677], [1.7898636364, 49.057724906], [1.7893829931, 49.0578576502], [1.7891763109, 49.0580363181], [1.7881504925, 49.0580763337], [1.7866480067, 49.0578444478], [1.7858641149, 49.0576620723], [1.7851426728, 49.0573841024], [1.7845590901, 49.0570625599], [1.7834328867, 49.0568326408], [1.7812466986, 49.0566423212], [1.7777603243, 49.0565817235], [1.7720081969, 49.0574978655], [1.7643410664, 49.0601575038], [1.7596223759, 49.0633246342], [1.7594182074, 49.0632784627], [1.7590729997, 49.0636363998], [1.7587971752, 49.0637252752], [1.7569459351, 49.0642825622], [1.7538622746, 49.064869311], [1.7522771264, 49.064771928], [1.7509060968, 49.0649896921], [1.7483639331, 49.0661008003], [1.7463743287, 49.0726590124], [1.7463302999, 49.0728384036], [1.7460984268, 49.0733710396], [1.7464448665, 49.0744978188], [1.7470578483, 49.0759241271], [1.7475584822, 49.0766190693], [1.7498300748, 49.0781237809], [1.7550342796, 49.0870883922], [1.755163995, 49.0876733411], [1.757627552, 49.0875954141], [1.7607769239, 49.0873500565], [1.7611884012, 49.0872616761], [1.7622155946, 49.0871319761], [1.7642694902, 49.0870074304], [1.7681804223, 49.087205835], [1.7709089764, 49.0879603455], [1.7724021813, 49.0890232107], [1.7733517097, 49.0897459949], [1.7734193944, 49.0898366088], [1.7763600656, 49.0898503899], [1.7775244874, 49.0897660184]]]}";49.0725739594,1.77361663236
95088;Bonneuil-en-France;11;95;1035.0;712.0;4.71;109.0;21.0;387.0;25.0;6.0;440.242562929;387.0;1.00457665904;52.23798627;265.222060939;399.0;;21597.3529412;;1087.98473358;1015.46322935;957.897935745;689.304254696;98.959451901;567.194728986;116.0;1.0;15.0;26.0;69.0;19.0;5.0;23.0;29.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4560099122, 48.9557715792], [2.4536894989, 48.9555497028], [2.4480197421, 48.9559499852], [2.4475243022, 48.955798426], [2.4452152338, 48.9568201157], [2.427263254, 48.9592212671], [2.4266496015, 48.9592659952], [2.4254210328, 48.9592223456], [2.4231681468, 48.9588194516], [2.4208030596, 48.9583170543], [2.4188429301, 48.9577518264], [2.4182630664, 48.9590493465], [2.4180535005, 48.967036434], [2.4228679489, 48.9729470971], [2.4241369708, 48.9741770733], [2.4247434973, 48.9747923711], [2.4248134149, 48.9750166189], [2.4254069718, 48.9769303614], [2.4308071392, 48.9789200562], [2.4322965995, 48.9797607123], [2.4325689598, 48.9797152403], [2.4367301469, 48.9779597463], [2.4426564912, 48.9724633647], [2.446401271, 48.967652638], [2.4520517759, 48.9625924128], [2.4561476965, 48.9561759721], [2.4560099122, 48.9557715792]]]}";48.9660729815,2.43480854614
95110;Brignancourt;11;95;202.0;202.0;3.06;11.0;7.0;89.4571428571;3.0;1.0;97.2514690983;89.4571428571;4.67659574468;3.11773049645;66.3714285714;81.0;;28612.9166667;;58.9420624374;50.1878111521;57.8603218955;125.047619048;4.80952380952;92.3428571429;24.0;0.0;2.0;6.0;12.0;0.0;4.0;7.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.9338929407, 49.1320612595], [1.9330693647, 49.1324630815], [1.9317582114, 49.1337165782], [1.9290622217, 49.1360664151], [1.9251273333, 49.1392647299], [1.9245767601, 49.139578115], [1.9250534917, 49.1399834012], [1.9289962184, 49.1429713999], [1.9308388279, 49.14407127], [1.931715824, 49.1444782839], [1.9376250539, 49.1449145299], [1.9448129521, 49.14562965], [1.9542000848, 49.1467923637], [1.9552235404, 49.1474243646], [1.9562474206, 49.1478324711], [1.9577514813, 49.1481512158], [1.9589850003, 49.1481555966], [1.9601494961, 49.1479795384], [1.9612007242, 49.147299866], [1.9625857333, 49.1469251765], [1.960926829, 49.1448284294], [1.9601133858, 49.1437019571], [1.9578765196, 49.1405058898], [1.9559811917, 49.1374440094], [1.9549650991, 49.1360486826], [1.9531338481, 49.1336976377], [1.9521801181, 49.1330203577], [1.9502042226, 49.1318009501], [1.9487710168, 49.1311221543], [1.9475419934, 49.1307139781], [1.9439651852, 49.1297322168], [1.9427027888, 49.1303586412], [1.9406720353, 49.1320393088], [1.94046466, 49.132263174], [1.9404632724, 49.132398037], [1.9403234585, 49.1328023303], [1.937562511, 49.1347327726], [1.9370246908, 49.1343638605], [1.9354587656, 49.1332800083], [1.9341650768, 49.1322875635], [1.9338929407, 49.1320612595]]]}";49.1395030471,1.94398056091
95256;Frépillon;11;95;3336.0;2820.0;3.35;175.0;62.0;1196.0;37.0;15.0;1271.53827751;1196.0;8.05741626794;67.480861244;942.067742718;1183.0;73.0;26012.3809524;;414.948657727;333.519452031;318.330344795;2151.74573983;126.970514079;1677.12886357;193.0;1.0;13.0;26.0;131.0;32.0;22.0;39.0;10.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2238685212, 49.0453002957], [2.2222948903, 49.0457927737], [2.2205857727, 49.0461962299], [2.2161278293, 49.0468209439], [2.2108523702, 49.046504051], [2.2026997174, 49.045863031], [2.1993875947, 49.0446459515], [2.1862512624, 49.0446745717], [2.177499736, 49.0412042453], [2.1740896114, 49.0388087102], [2.1738851592, 49.0387641416], [2.1732687908, 49.0390773241], [2.1748210485, 49.045109142], [2.1816665553, 49.0464661248], [2.1835794731, 49.0466931536], [2.1874728871, 49.0475522205], [2.1919797412, 49.0490851968], [2.1968956286, 49.0511665525], [2.1980573119, 49.0516850609], [2.2002372043, 49.0541355327], [2.2020542475, 49.0574180049], [2.2037887173, 49.0609246894], [2.2040616807, 49.0610595787], [2.2046090062, 49.060970586], [2.2109404146, 49.0582589948], [2.2163026792, 49.0559876509], [2.2236462271, 49.0534861017], [2.2279534933, 49.0529060005], [2.229799571, 49.0525033192], [2.2313048509, 49.051831367], [2.2313055167, 49.0517864113], [2.2305542036, 49.0511566572], [2.2240046871, 49.0455250778], [2.2238685212, 49.0453002957]]]}";49.0500651239,2.20547390949
95258;Frouville;11;95;363.0;364.0;7.6;13.0;6.0;155.0;2.0;1.0;169.0;155.0;8.0;6.0;131.503188072;147.0;;30294.2857143;;42.324428164;28.7839833349;30.7126727885;257.289710694;11.7039947835;184.241386643;38.0;3.0;0.0;8.0;24.0;4.0;3.0;7.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.1287397869, 49.1537551077], [2.1296298851, 49.1538910202], [2.1306900608, 49.1551646437], [2.1287259276, 49.1572678723], [2.1285202903, 49.1572681822], [2.1273454442, 49.1598716103], [2.1281663327, 49.1600528853], [2.1269906477, 49.162701253], [2.1268495473, 49.1639140338], [2.1272980149, 49.1714716078], [2.1275566141, 49.1732141505], [2.1296099244, 49.1758777674], [2.1300213164, 49.1758789417], [2.1366857838, 49.1745872372], [2.1373040017, 49.174273385], [2.1378543878, 49.1739149879], [2.1388184899, 49.1725921118], [2.1395242769, 49.1708025434], [2.140336687, 49.1701034467], [2.1412283278, 49.1693383754], [2.1428772265, 49.1682181475], [2.146171079, 49.1667858926], [2.1487766914, 49.1663404006], [2.1489138019, 49.1663404706], [2.1518656248, 49.1682772962], [2.1550101876, 49.1703484641], [2.1562390212, 49.171428812], [2.1566150099, 49.1718333448], [2.1576064039, 49.172509216], [2.1577435308, 49.172509276], [2.1585675479, 49.1719261245], [2.160904796, 49.169772897], [2.1620317856, 49.1686802409], [2.1629121574, 49.1674033408], [2.1624720437, 49.1671476316], [2.1639314893, 49.1660941309], [2.1630438468, 49.1651942514], [2.1614068006, 49.1631607651], [2.1607935231, 49.1621719662], [2.1598414171, 49.1600137512], [2.1597072011, 49.1591604551], [2.1598516918, 49.1571834115], [2.1603992067, 49.1573194011], [2.161287908, 49.1576348912], [2.1622446553, 49.1584903167], [2.162927677, 49.1588951732], [2.163202503, 49.1589402412], [2.1636123904, 49.1589412912], [2.1647802917, 49.1582687701], [2.1654806227, 49.1576856061], [2.1661706488, 49.1562940618], [2.1654955101, 49.1532737456], [2.1642710678, 49.1505768834], [2.1633058878, 49.1485534481], [2.1633059695, 49.1484635364], [2.1639458408, 49.1455898865], [2.1648445065, 49.143065984], [2.1650504662, 49.14261695], [2.1649159082, 49.1421223951], [2.1646443871, 49.1415378755], [2.1625978887, 49.1390195756], [2.1616940181, 49.1391526481], [2.1599114667, 49.1395547174], [2.159705286, 49.1398463947], [2.159018469, 49.140452107], [2.1507196821, 49.1443482024], [2.1437034126, 49.1451247879], [2.1391968473, 49.1453003402], [2.1358992397, 49.1471100332], [2.1317838596, 49.1494478193], [2.131165232, 49.1502103097], [2.1288781862, 49.153350605], [2.1287397869, 49.1537551077]]]}";49.1577144597,2.146313851
95288;Groslay;11;95;8722.0;8620.0;2.95;668.0;285.0;3130.0;125.0;44.0;3406.24;3130.0;12.1870588235;264.052941176;2113.16671612;3109.0;67.0;23950.8695652;11.0;1443.33575044;1202.89789588;1424.91651437;5858.75264962;486.935251139;4433.13130182;653.0;5.0;34.0;107.0;433.0;146.0;74.0;133.0;21.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3443053525, 48.9779109901], [2.3438953524, 48.9794392734], [2.3403118221, 48.9817082104], [2.3361135749, 48.9810564751], [2.3351570198, 48.9809666481], [2.3350117479, 48.9832445396], [2.3355407447, 48.9880332572], [2.3366587996, 48.9906814187], [2.3374782846, 48.9927479049], [2.3369972571, 48.9932847917], [2.3393793326, 48.9936962927], [2.3454681712, 48.9935120448], [2.3490329961, 48.9932194016], [2.3552310222, 48.9906153995], [2.3611821876, 48.9865898568], [2.3624798994, 48.9869492626], [2.3639147983, 48.9874883305], [2.364870138, 48.9880266418], [2.3656896515, 48.9888357976], [2.3659763291, 48.9887455903], [2.3680923271, 48.987891684], [2.3681611887, 48.9876222744], [2.3680226352, 48.9840722339], [2.3673393474, 48.9828501559], [2.3661770062, 48.9809187345], [2.3642502869, 48.9787170715], [2.3629532962, 48.9785375348], [2.3578935152, 48.9788405819], [2.3445781034, 48.9777317311], [2.3443053525, 48.9779109901]]]}";48.9853281295,2.35027285178
95353;Maffliers;11;95;1848.0;1691.0;6.79;115.0;15.0;635.999999866;31.0;2.0;691.919999866;635.999999866;16.1307692308;39.7892307692;537.747479804;674.0;;25852.6666667;;200.896996942;148.608616946;198.845672257;1241.41131857;63.2374830215;1003.39707278;129.0;3.0;8.0;21.0;93.0;20.0;4.0;22.0;4.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3346077021, 49.0753041777], [2.3342655335, 49.0753040813], [2.3243599106, 49.0745006963], [2.3152898108, 49.0728407474], [2.3081057721, 49.072442632], [2.3050757277, 49.0724386375], [2.3010081211, 49.0743761472], [2.2989027393, 49.075518422], [2.2904862705, 49.0781485647], [2.2848443528, 49.078437931], [2.2837504671, 49.0782569784], [2.2841600059, 49.0789310988], [2.2862770168, 49.0819514089], [2.2917435773, 49.0876143123], [2.2955870545, 49.0892787624], [2.2972966868, 49.0899082885], [2.3006382308, 49.0906453019], [2.3030420973, 49.0918866118], [2.3030118927, 49.0921984443], [2.3029669422, 49.0931998443], [2.3057693931, 49.0957723557], [2.3088533866, 49.0980973474], [2.3118094481, 49.0972888808], [2.3121511654, 49.0973339953], [2.3124243597, 49.0976934201], [2.3126988015, 49.0976491324], [2.3238523908, 49.0933820502], [2.3264185707, 49.0916664805], [2.3257006469, 49.0895997916], [2.3290837484, 49.085883614], [2.334743831, 49.0827257451], [2.3350175981, 49.0827263607], [2.3363579109, 49.0813211829], [2.3387793511, 49.0769214246], [2.3386422548, 49.0768316527], [2.3386423834, 49.0766068616], [2.3385060835, 49.0765620524], [2.3346763581, 49.0753935755], [2.3346077021, 49.0753041777]]]}";49.0834293463,2.31197485837
