CODGEO;LIBGEO;REG;DEP;P16_POP;P11_POP;SUPERF;NAIS1116;DECE1116;P16_MEN;NAISD18;DECESD18;P16_LOG;P16_RP;P16_RSECOCC;P16_LOGVAC;P16_RP_PROP;NBMENFISC16;PIMP16;MED16;TP6016;P16_EMPLT;P16_EMPLT_SAL;P11_EMPLT;P16_POP1564;P16_CHOM1564;P16_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
91573;Saint-Pierre-du-Perray;11;91;10851.0;8618.0;11.59;790.0;226.0;4034.0;179.0;61.0;4238.0;4034.0;16.0;188.0;2574.0;3921.0;68.0;24178.0952381;7.0;2524.64445577;2216.20873763;1889.75720947;7227.0;555.0;5771.0;746.0;4.0;33.0;141.0;470.0;126.0;98.0;150.0;61.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4857756294, 48.6153180927], [2.4875384298, 48.6155406785], [2.4942651008, 48.6164761572], [2.5005021863, 48.6164224231], [2.5072810744, 48.6194856555], [2.5102780912, 48.621082974], [2.5114036351, 48.6227445132], [2.5084299572, 48.6258724975], [2.5047479171, 48.6298250118], [2.5052254394, 48.6318500036], [2.508899431, 48.6316592178], [2.512189435, 48.6311681087], [2.5136425529, 48.6311974376], [2.5214067511, 48.6318774325], [2.5201433456, 48.6311356492], [2.5182318429, 48.6270936113], [2.52181375, 48.6241666246], [2.5268345542, 48.6214170581], [2.5268794223, 48.6188545021], [2.5268078991, 48.617911519], [2.5261865087, 48.6147661133], [2.5260496242, 48.6144516345], [2.5258420647, 48.6131033192], [2.5406937586, 48.6114065551], [2.5424459204, 48.6089764822], [2.5425126002, 48.6087968328], [2.542512245, 48.608526973], [2.5433142005, 48.6056938361], [2.5437805754, 48.6038506862], [2.542133084, 48.5983698], [2.5414489821, 48.5968874297], [2.5407668345, 48.5954959144], [2.5390663545, 48.5937910132], [2.5333428614, 48.5891711571], [2.5324600748, 48.5887224188], [2.530425181, 48.5877734852], [2.5300173072, 48.5875937655], [2.5248615515, 48.5857148342], [2.5246581715, 48.5857149216], [2.5245231214, 48.5858052363], [2.5210675464, 48.5854513524], [2.5182183446, 48.5843316107], [2.518281137, 48.5832533068], [2.5181469179, 48.5832527634], [2.5091399221, 48.5841658783], [2.5088686686, 48.5840307265], [2.5085975884, 48.5841663389], [2.5038094626, 48.5909695309], [2.5034813207, 48.5941156622], [2.5020721389, 48.5987028267], [2.5003256274, 48.6036492565], [2.4995191237, 48.6055825657], [2.4991143903, 48.6063472659], [2.4930054595, 48.6075780573], [2.4921915907, 48.6075790867], [2.4903612113, 48.6073571776], [2.4896870044, 48.6086163337], [2.4863826967, 48.6142835573], [2.4857756294, 48.6153180927]]]}";48.6055621788,2.51741350591
91666;Villejust;11;91;2315.0;2252.0;5.36;123.0;23.0;890.0;30.0;12.0;945.908590308;890.0;8.13215859031;47.7764317181;652.94866732;850.0;76.0;26378.0;;1137.7268666;993.456221693;1170.4376073;1611.90542303;95.5609630014;1281.58027003;347.0;3.0;20.0;32.0;269.0;76.0;23.0;100.0;38.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.1954592718, 48.6688799697], [2.1955859795, 48.6696481105], [2.1959381819, 48.6704132741], [2.1972254283, 48.6713133665], [2.2002761856, 48.672530221], [2.2021748322, 48.67271205], [2.2033285266, 48.6730282971], [2.2043450521, 48.6735235196], [2.2068521243, 48.6749650473], [2.2085457789, 48.6760449179], [2.2113892951, 48.6787901632], [2.2112195306, 48.6793287433], [2.2108446427, 48.6795079627], [2.2095549168, 48.6798214426], [2.2061725821, 48.6823301772], [2.2045870087, 48.6849398616], [2.204722153, 48.6851647388], [2.2060113265, 48.6852560834], [2.2171089783, 48.6854257033], [2.2237732814, 48.6867366618], [2.2299316932, 48.688750083], [2.2338580626, 48.688836537], [2.2385339979, 48.6873634279], [2.2410962477, 48.685301025], [2.2417756481, 48.6852900553], [2.2425034897, 48.6852173241], [2.244867748, 48.6835835402], [2.2454336768, 48.6819266485], [2.245748085, 48.6767987833], [2.2457501802, 48.6759001928], [2.2457302605, 48.6750212514], [2.2454824425, 48.6736524359], [2.2439206646, 48.673831438], [2.2412070536, 48.6738285903], [2.2374740585, 48.6736905361], [2.2348276028, 48.6735539462], [2.2331311743, 48.6733730396], [2.2308255488, 48.6729660018], [2.2248251317, 48.6721445658], [2.2183283907, 48.6718304944], [2.2151381885, 48.672007427], [2.2145949451, 48.6720065479], [2.2135554096, 48.6718629695], [2.2122222559, 48.6710158236], [2.2085692344, 48.6663285518], [2.2084347996, 48.6661486557], [2.2065336143, 48.6666856198], [2.2013745282, 48.6673986652], [2.2004245965, 48.6674426702], [2.1962853047, 48.6677980281], [2.1954689492, 48.6685157316], [2.1954592718, 48.6688799697]]]}";48.6784059712,2.22329218786
91667;Villemoisson-sur-Orge;11;91;6952.0;6977.0;2.31;331.0;313.0;2796.77622633;69.0;60.0;2972.72814496;2796.77622633;31.5385514528;144.413367179;2170.8547263;2783.0;79.0;28717.1428571;5.0;1092.4781741;876.472446553;990.055423151;4530.53557098;311.967223825;3519.06976684;487.0;1.0;20.0;61.0;334.0;68.0;71.0;100.0;20.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3187353132, 48.6656409102], [2.3195478802, 48.6668544838], [2.3210883651, 48.6683834257], [2.323158002, 48.6690131516], [2.3254651304, 48.6689227857], [2.329061106, 48.6679797131], [2.3327254894, 48.6673058658], [2.3339474823, 48.6672155536], [2.3369317863, 48.6672609744], [2.338119978, 48.6673728191], [2.3412074488, 48.6675302436], [2.3419537906, 48.6675748433], [2.3411385687, 48.662002421], [2.3368642754, 48.6503075854], [2.3367963908, 48.6503081072], [2.3257390021, 48.655790653], [2.3201682191, 48.6600838484], [2.3184630199, 48.6646525976], [2.3187353132, 48.6656409102]]]}";48.6612381935,2.33076125962
91687;Viry-Châtillon;11;91;30575.0;31655.0;6.07;2816.0;949.0;12621.6292311;536.0;186.0;14065.5123615;12621.6292311;115.086790696;1328.79633977;6351.43851894;12972.0;60.0;20520.0;16.0;8563.19329099;7709.66524373;8354.76777228;19106.293002;2202.45795239;14754.1852132;2214.0;7.0;76.0;323.0;1544.0;436.0;264.0;490.0;141.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3718809961, 48.6857081057], [2.3731082211, 48.6863442016], [2.3778797553, 48.6843597432], [2.3840639238, 48.6836200882], [2.3858966708, 48.6834838241], [2.3859631707, 48.6822167929], [2.3866407327, 48.6799238927], [2.3873176718, 48.6790701618], [2.3880639522, 48.678440755], [2.392541381, 48.6760566193], [2.3945080394, 48.6748873923], [2.3956604756, 48.6741223764], [2.3962700486, 48.673673021], [2.3963381622, 48.6735375428], [2.3923314709, 48.6709779227], [2.3798939246, 48.6634327621], [2.379554936, 48.6631629471], [2.3789430278, 48.6624347632], [2.3754113949, 48.6582120351], [2.3719481741, 48.6533140146], [2.3715419306, 48.6527748666], [2.368161156, 48.6487532696], [2.3667689067, 48.6471366514], [2.3657714904, 48.6462138429], [2.3633849033, 48.6473452979], [2.3624964392, 48.6479576141], [2.363657338, 48.6491655677], [2.3649624659, 48.6556076205], [2.3642014961, 48.6591251285], [2.3609996861, 48.6645841783], [2.3560816341, 48.6701804811], [2.3554708976, 48.670809527], [2.3556751081, 48.6709896306], [2.358932862, 48.674449559], [2.3619881886, 48.6772804585], [2.3708421651, 48.684545893], [2.3718809961, 48.6857081057]]]}";48.6699707249,2.37370903356
92002;Antony;11;92;62210.0;62012.0;9.56;4271.0;1959.0;26408.8634409;836.0;372.0;28613.4093911;26408.8634409;425.488800915;1779.05714925;15554.8276029;25756.0;74.0;29099.5238095;8.0;22301.162683;20005.5909598;22376.0523523;39618.0598127;2846.12552944;30298.6587877;4991.0;10.0;150.0;352.0;3533.0;633.0;946.0;1003.0;317.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2902548978, 48.7666001446], [2.3054409626, 48.7690144321], [2.3067082959, 48.76927903], [2.3118312824, 48.770715353], [2.3124381271, 48.7721633206], [2.3154352506, 48.7715842164], [2.3154598007, 48.77157986], [2.3199219497, 48.7707167172], [2.3177715265, 48.7685710218], [2.3177218215, 48.768522169], [2.3164992691, 48.7673288378], [2.3158780366, 48.7667667378], [2.3156681205, 48.7667961158], [2.315075379, 48.7655155323], [2.3102224901, 48.7569529033], [2.3117428403, 48.7543083406], [2.3141445625, 48.7513441218], [2.3200318676, 48.7490149661], [2.3207207142, 48.7487580493], [2.3193166339, 48.7471220657], [2.3162448752, 48.7419821831], [2.3160135925, 48.7362783591], [2.3159273415, 48.7336235847], [2.3150476212, 48.7322738582], [2.3132939902, 48.7302804858], [2.3085449531, 48.729444458], [2.3079193723, 48.729353585], [2.3063883459, 48.7293608879], [2.303996513, 48.7294827823], [2.3038400608, 48.729489965], [2.3033980887, 48.7307205406], [2.3017756394, 48.7350212448], [2.3001918164, 48.7374341934], [2.2983820323, 48.7386378284], [2.2973331319, 48.7381657439], [2.2939788827, 48.7369218002], [2.2896379243, 48.7355531644], [2.2802904545, 48.7330110786], [2.2748212769, 48.7400908594], [2.2745120558, 48.740715898], [2.2751751524, 48.7408530445], [2.2783285369, 48.7423490447], [2.2835045673, 48.7450236969], [2.2844755876, 48.7459199717], [2.2853936451, 48.7475084932], [2.2814810911, 48.7510351158], [2.2772748382, 48.7538267817], [2.2750332406, 48.7552882756], [2.2761433269, 48.7566558604], [2.2777688954, 48.758919692], [2.278618958, 48.7600158453], [2.2842146059, 48.760593671], [2.2881382187, 48.7607844166], [2.2911566022, 48.7620184027], [2.2918957264, 48.7642965499], [2.2919302437, 48.7645602877], [2.2918273392, 48.7647242733], [2.2902548978, 48.7666001446]]]}";48.7498603402,2.29906093691
92009;Bois-Colombes;11;92;28323.0;28927.0;1.92;2190.0;947.0;12609.7573834;381.0;169.0;13837.3075934;12609.7573834;368.619814079;858.930395859;6585.00084154;12175.0;72.0;28760.0;11.0;12151.0285818;11089.8671565;11165.7033773;18538.0614172;1472.88926752;14709.273978;2529.0;4.0;70.0;207.0;1957.0;338.0;291.0;499.0;82.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.258215792, 48.9060768864], [2.2576333484, 48.9086534247], [2.2573569026, 48.9109125946], [2.2578703511, 48.9128906732], [2.2579354969, 48.9134891207], [2.257411925, 48.9135587209], [2.257476848, 48.9138855743], [2.2618694313, 48.9168372822], [2.2678818361, 48.9250587655], [2.2733089177, 48.9268517355], [2.2761365453, 48.9230405184], [2.2773205987, 48.9195385753], [2.2768682256, 48.9162497728], [2.2723299468, 48.9127320653], [2.268141258, 48.9105931599], [2.2667001261, 48.91061942], [2.2660951133, 48.9105653532], [2.2649436539, 48.9102714114], [2.2663940991, 48.9062927292], [2.2670194986, 48.9046049374], [2.2632551889, 48.903385745], [2.2613716958, 48.9068167439], [2.260397118, 48.9066596446], [2.2597133619, 48.9064863487], [2.258215792, 48.9060768864]]]}";48.9156889243,2.26738167747
92014;Bourg-la-Reine;11;92;20531.0;19982.0;1.86;1294.0;729.0;9077.7975084;232.0;135.0;9887.20705296;9077.7975084;174.403973789;635.005570771;4567.28795813;8554.0;76.0;31038.6666667;9.0;5585.32290107;4754.89200145;5685.71483714;13131.1214862;987.760085262;10132.7842578;1926.0;2.0;46.0;157.0;1367.0;214.0;354.0;388.0;88.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3258147798, 48.7819082975], [2.3250814619, 48.7804156272], [2.3246481191, 48.7791971693], [2.322803764, 48.7752364885], [2.3204321385, 48.7713492164], [2.3199219497, 48.7707167172], [2.3154598007, 48.77157986], [2.3154352506, 48.7715842164], [2.3124381271, 48.7721633206], [2.3142751147, 48.7768238827], [2.3104739468, 48.7848805568], [2.3096979141, 48.784897662], [2.3108418477, 48.7857766949], [2.310977231, 48.7861408379], [2.3112001369, 48.7872987656], [2.3124461828, 48.789317921], [2.3141046256, 48.789381416], [2.3186962649, 48.7879974096], [2.3186992571, 48.7879767402], [2.3244440388, 48.7822414329], [2.3258147798, 48.7819082975]]]}";48.7802725553,2.3175926522
92019;Châtenay-Malabry;11;92;33016.0;32083.0;6.38;2383.0;1036.0;13855.7117032;506.0;210.0;14972.112248;13855.7117032;244.309913456;872.090631338;5755.6018855;13379.0;67.0;24150.0;12.0;7794.59617675;6905.2978684;8796.0656049;21814.4961831;1894.77904051;16098.2379802;2031.0;5.0;60.0;148.0;1495.0;247.0;323.0;325.0;103.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2288438794, 48.774465449], [2.2287737098, 48.7751620536], [2.2287743649, 48.775670235], [2.2289113339, 48.7759787236], [2.2293214115, 48.7763159569], [2.230385272, 48.7767995116], [2.2374555045, 48.7762970976], [2.2371658076, 48.7758203506], [2.2398057358, 48.7743324357], [2.2438118036, 48.7731202474], [2.2507220564, 48.7728166103], [2.2548888269, 48.7729029342], [2.2592291427, 48.7731304995], [2.259916316, 48.7732273996], [2.2696518121, 48.7763957277], [2.2723861917, 48.7773406168], [2.2750616575, 48.7794966043], [2.2763318475, 48.7813292269], [2.2789756453, 48.7827501015], [2.2795781166, 48.782487508], [2.2799343816, 48.7820174612], [2.2804649297, 48.7800608242], [2.2862826208, 48.7713290503], [2.2902548978, 48.7666001446], [2.2918273392, 48.7647242733], [2.2919302437, 48.7645602877], [2.2918957264, 48.7642965499], [2.2911566022, 48.7620184027], [2.2881382187, 48.7607844166], [2.2842146059, 48.760593671], [2.278618958, 48.7600158453], [2.2777688954, 48.758919692], [2.2761433269, 48.7566558604], [2.2708742787, 48.7578587354], [2.2593929493, 48.7610116712], [2.2517413575, 48.7607562078], [2.2513630332, 48.7607646302], [2.2476645497, 48.7611029635], [2.2430749014, 48.7631309774], [2.238592395, 48.7664636774], [2.2329743918, 48.7661929803], [2.2328536168, 48.765986234], [2.2326257597, 48.7660297421], [2.2326915918, 48.7678452245], [2.2318595458, 48.7709438201], [2.2307433202, 48.773374095], [2.2304014342, 48.7739502264], [2.2300572676, 48.7741269952], [2.2288438794, 48.774465449]]]}";48.7682137464,2.26375687994
92060;Le Plessis-Robinson;11;92;29028.0;28113.0;3.43;2088.0;740.0;12784.8648542;381.0;156.0;13622.1233112;12784.8648542;308.666872066;528.591584865;5619.44306398;12281.0;75.0;27545.2777778;6.0;13751.4757403;12834.2451466;14129.4174403;18701.5014479;1193.15380876;15124.8676311;1894.0;12.0;60.0;116.0;1387.0;233.0;319.0;307.0;124.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.2374555045, 48.7762970976], [2.2376939597, 48.7762761337], [2.2391443347, 48.7762961726], [2.2433603692, 48.7796670109], [2.2506170483, 48.7845840105], [2.2587384276, 48.7862194421], [2.2694693181, 48.7895297162], [2.2712074919, 48.7902166877], [2.2717219006, 48.7905184286], [2.2719874197, 48.7897321612], [2.2722826233, 48.7889640618], [2.2738478656, 48.7868203866], [2.2756117782, 48.785945169], [2.2819049065, 48.78321835], [2.2819845943, 48.7831639645], [2.2817932913, 48.7826258628], [2.2795808136, 48.7824893231], [2.2795781166, 48.782487508], [2.2789756453, 48.7827501015], [2.2763318475, 48.7813292269], [2.2750616575, 48.7794966043], [2.2723861917, 48.7773406168], [2.2696518121, 48.7763957277], [2.259916316, 48.7732273996], [2.2592291427, 48.7731304995], [2.2548888269, 48.7729029342], [2.2507220564, 48.7728166103], [2.2438118036, 48.7731202474], [2.2398057358, 48.7743324357], [2.2371658076, 48.7758203506], [2.2374555045, 48.7762970976]]]}";48.7802898374,2.25979241613
93006;Bagnolet;11;93;35864.0;34513.0;2.57;2839.0;1221.0;14607.2696744;510.0;238.0;15817.8945828;14607.2696744;125.821695197;1084.80321319;5119.02515834;14303.0;47.0;16583.0;31.0;14261.915616;12858.1374604;15301.067678;24036.542222;3259.72706873;18015.2451761;4321.0;6.0;210.0;786.0;2986.0;725.0;333.0;780.0;199.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4132704498, 48.87311698], [2.4147028951, 48.8742481574], [2.4161496408, 48.8753254261], [2.4200366374, 48.8776600932], [2.420922498, 48.8780636831], [2.4218763122, 48.8782427626], [2.4246696227, 48.8782858972], [2.4269863273, 48.8781495189], [2.4283484663, 48.8781479371], [2.4297118451, 48.8782821441], [2.4305289613, 48.8783714698], [2.4335953751, 48.8785038289], [2.4367268405, 48.8772874258], [2.436382543, 48.87571468], [2.4361091598, 48.8747717953], [2.4353586024, 48.8745838949], [2.4339172552, 48.8739790333], [2.4299226854, 48.8688608621], [2.4279881488, 48.8657660113], [2.4228006136, 48.8606625353], [2.4168547941, 48.8559391339], [2.4153151254, 48.8551734717], [2.4151214552, 48.8561573094], [2.4138378069, 48.8643764168], [2.4132702557, 48.872892146], [2.4132704498, 48.87311698]]]}";48.8694561887,2.42256669611
93015;Coubron;11;93;4812.0;4712.0;4.14;300.0;124.0;1848.0;57.0;38.0;1961.70077519;1848.0;8.0496124031;105.651162791;1558.17079841;1795.0;74.0;25472.2580645;5.0;692.534903078;584.514323483;660.996498532;3143.50381394;210.961827867;2368.96627281;326.0;3.0;9.0;51.0;221.0;55.0;42.0;57.0;10.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5914203682, 48.9071463047], [2.5888539733, 48.9082184716], [2.578566811, 48.9072906238], [2.5706259864, 48.907576276], [2.5663343664, 48.9080338437], [2.5656949475, 48.9081475358], [2.5652020124, 48.9083633764], [2.5599940665, 48.9110116582], [2.5599936864, 48.9110566213], [2.5608821842, 48.9115041308], [2.5639702098, 48.9130711804], [2.564045114, 48.9145534793], [2.5639812636, 48.9154974981], [2.5627023463, 48.9192833228], [2.5621631403, 48.920767868], [2.5593556748, 48.9213115339], [2.5592198141, 48.9214018617], [2.5592216226, 48.9216716529], [2.5597858662, 48.9228841595], [2.5608848691, 48.9247694852], [2.5622349116, 48.9261862918], [2.5636932933, 48.927549519], [2.5645822001, 48.9283117411], [2.5648539309, 48.9281319737], [2.5652599634, 48.9272323726], [2.5690504134, 48.9260158531], [2.5736484408, 48.9254828425], [2.5792483759, 48.9272733115], [2.5869985885, 48.9274747322], [2.5920576097, 48.9252303827], [2.5923362853, 48.9250209003], [2.5922651048, 48.9245260558], [2.5921965579, 48.9243918302], [2.5906912334, 48.9233615209], [2.5894107299, 48.9175396927], [2.58880163, 48.9094907878], [2.5923641354, 48.9077043829], [2.5919977027, 48.9071123009], [2.5916178678, 48.9073601103], [2.5914203682, 48.9071463047]]]}";48.9174973089,2.57616543001
93048;Montreuil;11;93;108402.0;103068.0;8.92;9197.0;2963.0;46656.4156903;1933.0;662.0;50060.5576079;46656.4156903;625.773786617;2778.36813101;16936.3565901;43996.0;55.0;18428.0;26.0;54348.0452761;48251.473459;50881.5581694;73713.9379441;10195.4721575;57700.3525579;13774.0;7.0;557.0;1806.0;10210.0;1812.0;1194.0;2711.0;702.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4516631893, 48.8784872247], [2.453910769, 48.8783050428], [2.4545920462, 48.8783495175], [2.4589538111, 48.8786148253], [2.4634629597, 48.8784750395], [2.4642129055, 48.8783399023], [2.4647569848, 48.878069841], [2.4657101087, 48.8777989054], [2.46771776, 48.8768042027], [2.4699253946, 48.8745054293], [2.4701290233, 48.8740557681], [2.4731245338, 48.8703988317], [2.4755961495, 48.8676910092], [2.4792213752, 48.8654630035], [2.4820863654, 48.8626182508], [2.481538213, 48.8614053713], [2.4807860739, 48.8601484347], [2.4786066023, 48.8601506503], [2.4626327307, 48.8571859115], [2.447654911, 48.852094875], [2.4471088963, 48.8511516363], [2.4469726158, 48.8511519058], [2.4451343999, 48.8516479292], [2.4305627651, 48.8499642368], [2.4193094255, 48.8493318665], [2.4189687408, 48.8493320113], [2.4180025558, 48.8493327114], [2.4163411303, 48.8492337836], [2.4162925665, 48.8495546151], [2.4162022279, 48.8500766972], [2.4158409258, 48.8521587276], [2.4156430989, 48.8532720546], [2.4154457176, 48.8543449118], [2.4153677176, 48.8547375454], [2.4153349711, 48.8549838065], [2.4153151254, 48.8551734717], [2.4168547941, 48.8559391339], [2.4228006136, 48.8606625353], [2.4279881488, 48.8657660113], [2.4299226854, 48.8688608621], [2.4339172552, 48.8739790333], [2.4353586024, 48.8745838949], [2.4358353089, 48.8739988804], [2.4360381589, 48.8737741045], [2.4382426187, 48.8713823578], [2.4386334738, 48.8712942584], [2.4401352955, 48.8713444602], [2.4435419255, 48.8718801589], [2.4447687792, 48.8721484606], [2.4453826166, 48.8723725416], [2.4464052482, 48.8730014104], [2.4516606044, 48.8770491916], [2.4516631893, 48.8784872247]]]}";48.8631652232,2.4482059517
93073;Tremblay-en-France;11;93;35691.0;34452.0;22.44;2775.0;1124.0;12961.7758385;587.0;238.0;13735.6137332;12961.7758385;121.392427576;652.445467141;7514.83519612;12760.0;55.0;20009.5652174;17.0;20550.976763;19354.9361364;14224.6131913;22998.1425288;2668.28367617;17045.7438891;3120.0;9.0;120.0;301.0;2364.0;626.0;326.0;901.0;479.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5005212404, 48.9752829277], [2.5003026164, 48.9755733711], [2.5004037139, 48.9777040909], [2.5018765918, 48.9785348177], [2.5037023521, 48.9794694991], [2.5058032657, 48.979346884], [2.5090261731, 48.980192811], [2.5105094352, 48.9806682736], [2.5147638796, 48.9822556213], [2.5183558101, 48.9894603436], [2.5243742031, 48.9962411227], [2.5276657685, 49.0000551246], [2.5322372194, 49.0052237354], [2.5342855927, 49.0061911609], [2.5354933007, 49.006560921], [2.5394380764, 49.0056283534], [2.5432207432, 49.0052399619], [2.5477767708, 49.0048732511], [2.5530841608, 49.0067661883], [2.5530565519, 49.009816203], [2.5533988897, 49.0099047004], [2.5547678803, 49.0106210591], [2.5569708199, 49.0116507086], [2.5581338067, 49.0120083831], [2.5619595298, 49.0122256252], [2.5657856608, 49.0123977864], [2.5661892486, 49.0110495383], [2.5673833282, 49.0080082329], [2.5695136466, 49.0057768611], [2.5715398078, 49.0007404294], [2.571671586, 48.999841685], [2.5725605619, 48.9999293808], [2.5758390395, 49.0002827146], [2.577392315, 48.9964962003], [2.5803194899, 48.9915931374], [2.5805616751, 48.9879979907], [2.5797962901, 48.9849847038], [2.5777354568, 48.9820190057], [2.5719219579, 48.9797386339], [2.567113126, 48.9803993983], [2.5638706287, 48.9804730809], [2.5635148134, 48.980383662], [2.5624857478, 48.979127282], [2.5624839204, 48.9788575053], [2.5634346214, 48.9777324303], [2.56973361, 48.9711332094], [2.5781650174, 48.962590679], [2.5858751171, 48.9570008487], [2.5872335657, 48.9558293126], [2.5893050071, 48.9537582539], [2.5902861758, 48.952273346], [2.5909614392, 48.9507891835], [2.5912329465, 48.9502937205], [2.5914347632, 48.9499787696], [2.5919093847, 48.9493491081], [2.5919767284, 48.9489446718], [2.5950745921, 48.9408852152], [2.5959331869, 48.9386084774], [2.5953641641, 48.9385822776], [2.5940244701, 48.9384815261], [2.5859635796, 48.9374872409], [2.5795822748, 48.936451553], [2.5773439182, 48.9365902613], [2.5762015138, 48.9367453978], [2.5742841198, 48.9373590976], [2.5725393526, 48.9388870374], [2.5705718795, 48.9407567725], [2.5701662123, 48.9416105192], [2.5691491695, 48.9430960487], [2.569014269, 48.9432304533], [2.5690141439, 48.9434103054], [2.5684045586, 48.9443190652], [2.5676563961, 48.9448154596], [2.5648594063, 48.9468961215], [2.5631063955, 48.9494966983], [2.5627086257, 48.9521489559], [2.562256993, 48.9581129557], [2.557579945, 48.9653329406], [2.552343411, 48.969799835], [2.5499603521, 48.9713322164], [2.5497564401, 48.9713773124], [2.5446623465, 48.9683258364], [2.5363561398, 48.9663966064], [2.5330953867, 48.9681383834], [2.5298799726, 48.9711859479], [2.5277740589, 48.9737063414], [2.5240219154, 48.9760708981], [2.5160983442, 48.9764204722], [2.505025149, 48.9759868188], [2.5005212404, 48.9752829277]]]}";48.9784393812,2.55500199052
93077;Villemomble;11;93;30051.0;28368.0;4.04;2350.0;964.0;12307.4177605;474.0;175.0;13141.2964681;12307.4177605;103.190137259;730.688570313;6363.704348;11968.0;61.0;21782.2222222;19.0;5206.99686591;4320.50920334;5209.8105339;19477.9417531;1804.36678408;14877.0582701;2287.0;0.0;62.0;328.0;1613.0;409.0;284.0;465.0;93.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.529846599, 48.8742881231], [2.5297363424, 48.8738155456], [2.5264337291, 48.8752261532], [2.5255093531, 48.8755246649], [2.5248353958, 48.8755723536], [2.5224659252, 48.8752607527], [2.5204326157, 48.8745727364], [2.5196839865, 48.8744393331], [2.5189341235, 48.8744399192], [2.5145752421, 48.874896266], [2.5128060528, 48.8755725641], [2.5123662758, 48.8760905818], [2.5118561232, 48.8766973436], [2.5105649862, 48.8774187236], [2.5093400208, 48.8779146311], [2.5091354998, 48.877914692], [2.5090674124, 48.8780502102], [2.5082518081, 48.8783652223], [2.5057325643, 48.8791777259], [2.5054602843, 48.8791334341], [2.5037719373, 48.8774510127], [2.5008082479, 48.8771176331], [2.5005351204, 48.8771632587], [2.4991054795, 48.8775242088], [2.4976081975, 48.8781105877], [2.4970652174, 48.8784257683], [2.4946216421, 48.8815388172], [2.4950270166, 48.8838886471], [2.4954154422, 48.884754528], [2.4954451232, 48.8852097071], [2.4940201126, 48.88562907], [2.4908206841, 48.8863520463], [2.4868020095, 48.8870309593], [2.4872146903, 48.8884689326], [2.4902852778, 48.8893633701], [2.4946458011, 48.8894475023], [2.4974472863, 48.8919602776], [2.4997757931, 48.8956059319], [2.4998440551, 48.8957411131], [2.5001163485, 48.8956505207], [2.5074316321, 48.8983364813], [2.5076358963, 48.8985162828], [2.5077720347, 48.8981112561], [2.5078365466, 48.8973471122], [2.5077675625, 48.89685311], [2.5076294461, 48.8963138581], [2.5074919335, 48.8959994348], [2.5069407792, 48.8942839871], [2.5074811891, 48.8926656572], [2.5090461284, 48.8921684704], [2.5100662363, 48.8914487042], [2.5111538953, 48.8905034778], [2.5113578481, 48.8902785833], [2.5114931905, 48.890098374], [2.5125115663, 48.8889729894], [2.5155732057, 48.8878001217], [2.5158463674, 48.8877553616], [2.5162558266, 48.888159009], [2.5166837109, 48.8887821614], [2.5180374316, 48.8908974004], [2.5181957754, 48.8911768236], [2.5204280487, 48.888839484], [2.5268019768, 48.8813645651], [2.5295780738, 48.8751872896], [2.529846599, 48.8742881231]]]}";48.8843794006,2.50918143824
94001;Ablon-sur-Seine;11;94;5785.0;5221.0;1.11;454.0;213.0;2361.0;76.0;43.0;2561.12903226;2361.0;38.5665322581;161.5625;1538.19529747;2257.0;66.0;22216.1666667;13.0;650.942167403;519.489207808;527.895414849;3665.04665122;334.689100327;2921.382988;355.0;0.0;10.0;59.0;249.0;48.0;37.0;73.0;8.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4142655675, 48.7178144391], [2.4141303461, 48.7179936663], [2.4113524626, 48.7232543903], [2.4110164293, 48.7260500228], [2.4110373692, 48.7261220821], [2.4172146564, 48.7284702825], [2.4214377631, 48.7293066259], [2.4227454818, 48.7292032253], [2.4340387872, 48.7266480171], [2.4344999163, 48.7256203358], [2.4348468316, 48.7248439567], [2.4351282329, 48.7240906516], [2.4337689574, 48.7238224706], [2.4313918525, 48.7236438712], [2.4280620072, 48.7231971234], [2.4255483772, 48.7227047441], [2.4231016632, 48.7219427995], [2.4207231329, 48.7210453176], [2.4180722248, 48.7198343491], [2.4146732139, 48.7179486592], [2.4142655675, 48.7178144391]]]}";48.7246120288,2.42119202096
