,insee,year,population,pct_ch,steps
526,92071,1990,18052.0,0.9855325653764263,5
527,92071,1999,19398.0,1.0745623753600708,6
528,92071,2006,19413.0,1.0007732755954222,7
529,92071,2012,19986.0,1.0295163035079586,8
530,92071,2017,19344.0,0.967877514259982,9
531,92019,1962,24756.0,2.697025819806079,1
532,92019,1968,27484.0,1.110195508159638,2
533,92019,1975,30497.0,1.1096274195895794,3
534,92019,1982,28580.0,0.937141358166377,4
535,92019,1990,29197.0,1.0215885234429671,5
536,92019,1999,30556.0,1.0465458780011645,6
537,92019,2006,31873.0,1.0431011912554,7
538,92019,2012,32198.0,1.0101967182254572,8
539,92019,2017,33286.0,1.0337909186906018,9
540,91425,1962,3003.0,1.1213592233009708,1
541,91425,1968,3283.0,1.0932400932400932,2
542,91425,1975,3714.0,1.1312823636917453,3
543,91425,1982,4359.0,1.1736672051696284,4
544,91425,1990,5195.0,1.191787107134664,5
545,91425,1999,5687.0,1.094706448508181,6
546,91425,2006,6374.0,1.1208018287321961,7
547,91425,2012,7201.0,1.1297458424850957,8
548,91425,2017,7593.0,1.0544368837661435,9
549,91347,1962,1294.0,1.3217568947906027,1
550,91347,1968,1825.0,1.410355486862442,2
551,91347,1975,3220.0,1.7643835616438357,3
552,91347,1982,4120.0,1.279503105590062,4
553,91347,1990,4807.0,1.1667475728155339,5
554,91347,1999,5843.0,1.2155190347410028,6
555,91347,2006,6580.0,1.1261338353585486,7
556,91347,2012,6585.0,1.000759878419453,8
557,91347,2017,6338.0,0.9624905087319666,9
558,91685,1962,754.0,1.4093457943925234,1
559,91685,1968,2012.0,2.6684350132625996,2
560,91685,1975,2455.0,1.2201789264413518,3
561,91685,1982,3298.0,1.3433808553971487,4
562,91685,1990,3704.0,1.12310491206792,5
563,91685,1999,3752.0,1.0129589632829374,6
564,91685,2006,3804.0,1.0138592750533049,7
565,91685,2012,3911.0,1.0281282860147214,8
566,91685,2017,4548.0,1.1628739452825365,9
567,92023,1962,47991.0,1.4191383032202738,1
568,92023,1968,54906.0,1.144089516784397,2
569,92023,1975,52952.0,0.9644119039813499,3
570,92023,1982,48353.0,0.9131477564586795,4
571,92023,1990,47227.0,0.9767129237069054,5
572,92023,1999,48619.0,1.0294746649162556,6
573,92023,2006,50655.0,1.0418766325921964,7
574,92023,2012,52408.0,1.0346066528476952,8
575,92023,2017,52971.0,1.0107426347122577,9
576,92020,1962,20934.0,1.7933693138010793,1
577,92020,1968,24640.0,1.1770325785803,2
578,92020,1975,26574.0,1.0784902597402597,3
579,92020,1982,24834.0,0.9345224655678482,4
580,92020,1990,26411.0,1.0635016509623902,5
581,92020,1999,28592.0,1.0825792283518232,6
582,92020,2006,32077.0,1.1218872411863459,7
583,92020,2012,34960.0,1.0898774823081958,8
584,92020,2017,37355.0,1.0685068649885583,9
585,92032,1962,20237.0,2.7145539906103284,1
586,92032,1968,23355.0,1.1540742204872263,2
587,92032,1975,25630.0,1.0974095482766002,3
588,92032,1982,23947.0,0.9343347639484979,4
589,92032,1990,23354.0,0.9752369816678499,5
590,92032,1999,23547.0,1.0082641089320887,6
