,CODGEO,LIBGEO,TauxProprietaires,TauxChomage,NiveauVieMedian,MacronExpIns,MacronExpVote
1073,94056,Périgny,79.17917918,7.692307692,27260,,
1074,94058,Le Perreux-sur-Marne,61.42074312,9.643593857,28317,"67,41","90,31"
1075,94059,Le Plessis-Trévise,59.42947702,9.029390971,24326,"66,08","89,21"
1076,94060,La Queue-en-Brie,68.88519135,10.89507208,23124,"66,86","89,6"
1077,94065,Rungis,65.44021025,7.37921906,28743,"71,55","88,57"
1078,94067,Saint-Mandé,46.7452785,9.576524337,32075,"71,58","93,02"
1079,94068,Saint-Maur-des-Fossés,62.21046059,8.84109589,29213,"71,05","91,06"
1080,94069,Saint-Maurice,40.56662516,10.39215686,25988,"70,61","91,32"
1081,94070,Santeny,75.69099929,8.620689655,29015,"69,18","87,78"
1082,94071,Sucy-en-Brie,65.92320723,10.24706359,25654,"70,85","89,78"
1083,94073,Thiais,52.07701762,12.24831046,22431,"65,23","89,57"
1084,94074,Valenton,26.8525741,21.24531565,16117,"60,59","89,76"
1085,94075,Villecresnes,78.77064717,7.964787256,25707,"69,09","88,45"
1086,94076,Villejuif,38.88090609,14.89268984,19468,"61,39","90,38"
1087,94077,Villeneuve-le-Roi,55.92929045,12.57824726,20539,"60,34","87,36"
1088,94078,Villeneuve-Saint-Georges,35.42019177,17.83842516,15594,"62,27","90,37"
1089,94079,Villiers-sur-Marne,52.51512532,10.12142907,21288,"66,01","89,87"
1090,94080,Vincennes,48.44394601,9.411596175,31451,"74,34","92,1"
1091,94081,Vitry-sur-Seine,36.92671138,17.53891573,17943,"60,69","90,24"
1092,95002,Ableiges,80.71428571,8.747855918,27455,"70,91","86,04"
1093,95008,Aincourt,74.92537313,8.114035088,24988,"73,38","90,89"
1094,95011,Ambleville,86.2745098,12.75510204,24378,"71,58","89,47"
1095,95012,Amenucourt,89.02439024,12.5,23322,"70,63","86,26"
1096,95014,Andilly,64.86784141,9.934318555,28199,"73,08","90,04"
1097,95018,Argenteuil,44.66300884,18.43720271,17595,"62,27","90,53"
1098,95019,Arnouville,71.54158215,16.19433198,18983,"63,96","90,57"
1099,95023,Arronville,82.74509804,8.943089431,27684,"70,72","88,09"
1100,95024,Arthies,80.1980198,9.032258065,26054,"61,06","86,25"
1101,95026,Asnières-sur-Oise,83.08128544,7.931801334,26130,"70,35","88,42"
1102,95028,Attainville,85.81196581,6.087936866,26927,"65,7","88,38"
1103,95039,Auvers-sur-Oise,77.81271838,9.629421673,26918,"68,8","88,65"
1104,95040,Avernes,80.2359882,8.520179372,27683,"73,95","91,22"
1105,95042,Baillet-en-France,80.46272494,6.972301815,27955,"69,14","85,69"
1106,95046,Banthelu,67.85714286,4.819277108,27448,"69,15","86,67"
1107,95051,Beauchamp,74.15793943,11.26115264,26122,"69,4","89,06"
1108,95052,Beaumont-sur-Oise,53.17775571,13.33051206,20168,"64,63","88,38"
1109,95054,Le Bellay-en-Vexin,79.76190476,8.510638298,27053,"74,21","86,76"
1110,95055,Bellefontaine,83.43195266,7.727272727,26899,"65,67","90,37"
1111,95056,Belloy-en-France,84.52830189,8.445642408,25860,"68,76",88
1112,95058,Bernes-sur-Oise,71.34703196,10.49723757,22193,"69,85","86,63"
1113,95059,Berville,79.10447761,6.818181818,26981,"64,53","82,21"
1114,95060,Bessancourt,65.06800286,10.78896013,24794,"64,96","88,21"
1115,95061,Béthemont-la-Forêt,93.97590361,6.435643564,29256,"71,47","89,62"
1116,95063,Bezons,43.84170743,15.83304588,19037,"63,04","90,38"
1117,95074,Boisemont,86.06271777,10.34482759,30206,"68,78","88,52"
1118,95078,Boissy-l'Aillerie,80.20679468,12.04690832,27120,"68,98","86,91"
1119,95088,Bonneuil-en-France,68.4754522,17.46031746,21597,"62,4","86,97"
1120,95091,Bouffémont,63.66574331,11.51779718,23841,"66,97","88,62"
1121,95094,Bouqueval,62.5,11.03896104,22422,"62,5","83,89"
1122,95101,Bray-et-Lû,74.20382166,10.04273504,22850,"71,25","91,39"
1123,95102,Bréançon,85.52631579,7.25388601,29026,"69,84","88,02"
1124,95110,Brignancourt,74.15730337,5.434782609,28613,"69,46","87,22"
1125,95116,Bruyères-sur-Oise,67.64705882,12.39707228,21511,"62,85","87,01"
1126,95119,Buhy,84.55284553,10.65088757,23148,"67,7","88,44"
1127,95120,Butry-sur-Oise,79.8053528,10.11235955,26380,"69,49","90,22"
1128,95127,Cergy,33.15345833,16.43074948,18555,"63,83","91,24"
1129,95134,Champagne-sur-Oise,70.34482759,11.04536489,24682,"64,92","89,09"
1130,95139,La Chapelle-en-Vexin,91.8699187,9.523809524,24817,"69,92","85,94"
1131,95141,Charmont,13.33333333,9.090909091,,"87,5","93,33"
1132,95142,Chars,71.24352332,8.409506399,23365,"71,68","88,42"
1133,95144,Châtenay-en-France,43.47826087,4.87804878,,"83,64","97,87"
1134,95149,Chaumontel,88.04433888,7.475490196,27019,"66,32","87,95"
1135,95150,Chaussy,75.64102564,12.08053691,23185,"66,59","83,01"
1136,95151,Chauvry,82.90598291,10.6918239,28689,"71,3","91,91"
1137,95154,Chennevières-lès-Louvres,65.13761468,7.228915663,23307,"71,78","84,8"
1138,95157,Chérence,60.81081081,16.94915254,23766,"76,77","92,25"
1139,95166,Cléry-en-Vexin,88.125,5.098039216,26812,"65,98","83,96"
1140,95169,Commeny,78.18181818,7.725321888,24966,"75,57","91,72"
1141,95170,Condécourt,80,10.82089552,25566,"72,15","87,18"
1142,95176,Cormeilles-en-Parisis,66.47429732,9.976285878,26053,"67,27","89,28"
1143,95177,Cormeilles-en-Vexin,83.91038697,6.725146199,24397,"71,41","90,94"
1144,95181,Courcelles-sur-Viosne,76.2295082,6.369426752,27051,"67,73","86,63"
1145,95183,Courdimanche,60.96877502,8.934993084,24937,"70,67","90,36"
1146,95197,Deuil-la-Barre,60.39270992,9.757151499,22731,"63,38","90,19"
1147,95199,Domont,66.38790608,9.885589407,23817,"65,11","88,03"
1148,95203,Eaubonne,66.10857935,10.6601066,24812,"67,22","89,57"
1149,95205,Écouen,63.38276836,10.64220183,23629,,
1150,95210,Enghien-les-Bains,54.0766022,10.99099099,28985,"65,68","90,56"
1151,95211,Ennery,78.65429234,6.23853211,27234,"69,27","85,17"
1152,95212,Épiais-lès-Louvres,48.93617021,8.196721311,,,
1153,95213,Épiais-Rhus,90.51383399,6.18556701,28474,,
1154,95214,Épinay-Champlâtreux,42.30769231,6.451612903,,,
1155,95218,Éragny,60.35222052,11.22484588,22617,,
1156,95219,Ermont,51.30838836,11.05867437,22755,"63,9","90,22"
1157,95229,Ézanville,64.52448821,11.19402985,23645,,
1158,95241,Fontenay-en-Parisis,81.29713424,7.289527721,24534,"71,82","89,13"
1159,95250,Fosses,74.60770328,10.63605729,21960,"62,22","88,08"
1160,95252,Franconville,58.77023516,12.7579938,22052,"63,6","89,55"
1161,95253,Frémainville,90.27027027,8.846153846,29610,"68,53","85,1"
1162,95254,Frémécourt,90.25641026,6.129032258,26578,"67,07","86,83"
1163,95256,Frépillon,78.76254181,7.573047108,26012,"66,82","89,75"
1164,95257,La Frette-sur-Seine,80.57784912,9.304310713,28876,"69,78","88,14"
1165,95258,Frouville,85.16129032,6.52173913,30294,"71,69","85,98"
1166,95268,Garges-lès-Gonesse,35.34163332,20.11576626,14182,"58,1","91,54"
1167,95270,Genainville,82.72727273,5.395683453,24831,"70,5","88,67"
1168,95271,Génicourt,85.78431373,6.620209059,28010,"69,39","86,9"
1169,95277,Gonesse,42.5793908,17.34627832,17626,"57,78","90,6"
1170,95280,Goussainville,53.62776025,18.21385776,16800,"59,49","90,59"
1171,95282,Gouzangrez,81.53846154,4.494382022,26407,"72,18","82,76"
1172,95287,Grisy-les-Plâtres,76.02739726,10.62176166,27221,"72,09","86,51"
1173,95288,Groslay,67.50798722,10.98578841,23951,"65,85","89,08"
1174,95295,Guiry-en-Vexin,71.23287671,9.183673469,27777,"72,54","85,12"
1175,95298,Haravilliers,86.06965174,5.395683453,27974,"73,91","90,53"
1176,95301,Haute-Isle,87.78625954,13.19444444,23185,"71,83","90,53"
1177,95303,Le Heaulme,88.50574713,8.035714286,26266,"66,23","82,93"
1178,95304,Hédouville,94.59459459,6.349206349,33695,"74,38","92,31"
1179,95306,Herblay-sur-Seine,69.92205841,9.527418021,25147,,
1180,95308,Hérouville-en-Vexin,85.77777778,6.727828746,26625,,
1181,95309,Hodent,81.81818182,5.357142857,23982,"72,78","86,47"
1182,95313,L'Isle-Adam,57.51729159,9.681905093,26526,"70,18","87,31"
1183,95316,Jagny-sous-Bois,87,5.691056911,28001,"73,6","85,29"
1184,95323,Jouy-le-Moutier,66.32058288,11.79436724,22989,"65,11","88,76"
1185,95328,Labbeville,72.22222222,5.698005698,26337,"73,89","89,82"
1186,95331,Lassy,70.58823529,2.105263158,27445,"72,27","87,76"
1187,95341,Livilliers,78,6.486486486,29237,"72,3","90,54"
1188,95348,Longuesse,84.3902439,7.508532423,27579,"69,83","86,22"
1189,95351,Louvres,61.69582773,11.76816135,21284,"60,31","89,42"
1190,95352,Luzarches,62.96101159,9.661620659,25551,"66,13","88,41"
1191,95353,Maffliers,84.59119497,6.28115653,25853,"68,15","87,89"
1192,95355,Magny-en-Vexin,52.49776985,14.56622635,21340,"67,18","88,37"
1193,95365,Mareil-en-France,71.16104869,8.356545961,27267,"71,19","90,57"
1194,95369,Margency,76.46090535,8.398576512,29717,"73,02","89,1"
1195,95370,Marines,65.04854369,10.82474227,24397,"69,97","89,3"
1196,95371,Marly-la-Ville,79.83909134,9.710094307,25027,"64,28","87,64"
1197,95379,Maudétour-en-Vexin,92.30769231,3.260869565,31040,"76,97","85,81"
1198,95387,Menouville,80.76923077,8.571428571,,56,"82,35"
1199,95388,Menucourt,74.7029703,9.325469959,24427,"65,36","87,2"
1200,95392,Mériel,77.11567351,8.174386921,25710,"67,39","87,92"
1201,95394,Méry-sur-Oise,67.67591814,9.33651172,23944,"66,5","87,92"
1202,95395,Le Mesnil-Aubry,89.34169279,7.2265625,26526,"69,09","88,74"
1203,95409,Moisselles,73.283859,6.967741935,26267,"69,74","88,31"
1204,95422,Montgeroult,81.92771084,13.19796954,28753,"69,28","88,4"
1205,95424,Montigny-lès-Cormeilles,55.29163739,14.08619314,19983,"62,28","90,17"
1206,95426,Montlignon,76.23931624,6.770098731,30751,"69,54","88,16"
1207,95427,Montmagny,57.02378532,14.59267275,19056,"62,31","90,68"
1208,95428,Montmorency,57.70276393,10.97976357,26411,"67,91","90,21"
1209,95429,Montreuil-sur-Epte,93.82716049,10.40723982,24424,"71,47","88,36"
1210,95430,Montsoult,78.84333821,8.193779904,27291,"65,91","86,28"
1211,95436,Mours,88.75432526,7.722513089,26076,"68,49","87,01"
1212,95438,Moussy,75,7.352941176,24159,"58,75","82,46"
1213,95445,Nerville-la-Forêt,86.29032258,6.148867314,27591,"70,76","87,09"
1214,95446,Nesles-la-Vallée,81.99737188,9.385113269,28691,"71,08","89,69"
1215,95447,Neuilly-en-Vexin,67.07317073,8.333333333,25286,"62,24","79,46"
1216,95450,Neuville-sur-Oise,47.84276127,8.018018018,30203,"71,97","89,38"
1217,95452,Nointel,83.93939394,6.812652068,26509,"65,69","85,17"
1218,95456,Noisy-sur-Oise,74.90494297,9.295774648,25708,"67,65","87,67"
1219,95459,Nucourt,84.79087452,8.648648649,25201,"75,41","90,2"
1220,95462,Omerville,79.52755906,7.051282051,24677,"70,04","85,22"
1221,95476,Osny,69.03693476,11.73096976,24034,"66,33","89,59"
1222,95480,Parmain,80.5890874,9.097395648,26099,"63,98","87,67"
1223,95483,Le Perchay,75.37688442,10.13986014,26168,"72,59","89,38"
1224,95487,Persan,43.16562298,17.820013,17750,"63,79","89,55"
1225,95488,Pierrelaye,54.98800137,12.55240444,21464,"62,56","89,18"
1226,95489,Piscop,84.6743295,12.35294118,26431,"71,03","90,4"
1227,95491,Le Plessis-Bouchard,77.26583813,8.661228407,26765,"69,71","89,48"
1228,95492,Le Plessis-Gassot,41.66666667,2.43902439,,"51,22","61,76"
1229,95493,Le Plessis-Luzarches,83.07692308,8.196721311,26769,"60,18","78,16"
1230,95500,Pontoise,39.1693241,11.36531862,20004,"63,26","89,48"
1231,95504,Presles,88.79892038,8.396124865,27435,"67,16","86,18"
1232,95509,Puiseux-en-France,86.07003891,9.246954596,24496,"62,47","89,41"
1233,95510,Puiseux-Pontoise,78.85714286,8.970099668,25133,"79,4","94,44"
1234,95523,La Roche-Guyon,61.34020619,12.32876712,21801,"64,43","86,88"
1235,95527,Roissy-en-France,31.57492355,9.853817001,24477,"62,6","89,14"
1236,95529,Ronquerolles,87.97653959,8.866995074,27458,"68,38","88,57"
1237,95535,Sagy,86.6359447,6.41509434,26902,"64,66","86,08"
1238,95539,Saint-Brice-sous-Forêt,62.25800615,12.81595846,22681,"65,32","90,52"
1239,95541,Saint-Clair-sur-Epte,64.59627329,17.63392857,21009,"67,92","91,21"
1240,95543,Saint-Cyr-en-Arthies,89.8989899,10.09174312,25381,"75,14","90,28"
1241,95554,Saint-Gervais,86.55913978,5.957446809,26769,"69,08","86,78"
1242,95555,Saint-Gratien,48.56620587,15.04336557,21729,"63,29","90,03"
1243,95563,Saint-Leu-la-Forêt,70.07759457,11.20321202,26155,"68,33","89,61"
1244,95566,Saint-Martin-du-Tertre,66.49537513,9.643128322,23882,"62,01","87,44"
1245,95572,Saint-Ouen-l'Aumône,48.32,12.3525557,19633,"64,46","89,89"
1246,95574,Saint-Prix,76.41369048,9.939845317,28926,"64,07","87,8"
1247,95580,Saint-Witz,89.55223881,7.078853047,34466,"73,54","90,94"
1248,95582,Sannois,55.14975845,13.31216775,22188,"66,2","90,46"
1249,95584,Santeuil,87.45098039,9.467455621,28639,"73,7","87,81"
1250,95585,Sarcelles,32.54310345,22.31088414,15074,"60,6","92,87"
1251,95592,Seraincourt,81.78438662,8.219178082,27126,"69,75","90,04"
1252,95594,Seugy,79.51807229,8.938547486,27147,"68,11","88,3"
1253,95598,Soisy-sous-Montmorency,57.15438408,11.85361973,23743,"63,86","90,29"
1254,95604,Survilliers,57.1774682,11.4379085,21811,"64,82","87,71"
1255,95607,Taverny,64.61154326,10.68335695,23320,"65,83","89,4"
1256,95610,Théméricourt,83.18584071,5.369127517,27762,"67,23","84,04"
1257,95611,Theuville,6.666666667,12.5,,"65,38","89,47"
1258,95612,Le Thillay,69.90654206,13.56238698,20863,"65,68","90,5"
1259,95625,Us,84.35643564,6.980273141,26347,"73,6","89,32"
1260,95627,Vallangoujard,91.32231405,6.707317073,28930,"74,63","91,69"
1261,95628,Valmondois,83.6935167,9.728867624,27654,"72,18","90,83"
1262,95633,Vaudherland,70.58823529,12,,"72,13","95,65"
1263,95637,Vauréal,66.43134486,11.86797753,22894,"62,51","89,27"
1264,95641,Vémars,62.44635193,9.923664122,24984,"58,85","87,83"
1265,95651,Vétheuil,74.27821522,8.564231738,23407,"71,59","87,78"
1266,95652,Viarmes,75.65632458,9.880952381,25400,"65,66","86,8"
1267,95656,Vienne-en-Arthies,83.13953488,11.50442478,26161,"76,54","88,57"
1268,95658,Vigny,80.88235294,10.52631579,27436,"69,07","87,93"
1269,95660,Villaines-sous-Bois,88.23529412,8.232445521,27794,"76,04","89,76"
1270,95675,Villeron,74.14965986,7.126436782,27120,"70,49","87,36"
1271,95676,Villers-en-Arthies,82.77511962,8.139534884,26249,"67,02","84,49"
1272,95678,Villiers-Adam,87.74928775,8.495145631,29746,"70,32","84,93"
1273,95680,Villiers-le-Bel,35.77054066,21.85263158,14903,"57,75","91,2"
1274,95682,Villiers-le-Sec,72.22222222,11.88118812,26166,"71,67","84,31"
1275,95690,Wy-dit-Joli-Village,84.93150685,4.371584699,29516,"73,79","89,06"
