ID_BVOTE;SCRUTIN;ANNEE;TOUR;DATE;NUM_CIRC;NUM_QUARTIER;NUM_ARROND;NUM_BUREAU;NB_PROCU;NB_INSCR;NB_EMARG;NB_VOTANT;NB_BL;NB_NUL;NB.EXPRIM;DUPONT-AIGNAN Nicolas;LE PEN Marine;MACRON Emmanuel;HAMON Benoît;ARTHAUD Nathalie;POUTOU Philippe;CHEMINADE Jacques;LASSALLE Jean;MÉLENCHON Jean-Luc;ASSELINEAU François;FILLON François;geo_shape;geo_point_2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-28;Présidentielle;2017;1;2007-04-23;9;50;13;28;75;1739;1494;1494;16;2;1476;37;101;578;166;5;14;3;18;336;14;204;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3709338933", 48.8325979815], [2.3710071349, 48.8325384156], [2.3705911513, 48.8318519038], [2.3708729001, 48.8317029598], [2.3717976483, 48.8321083199], [2.3724061009, 48.8316206145], [2.3729811072, 48.8316688115], [2.3726145491, 48.8314530817], [2.3714332892, 48.829744912], [2.3715262259, 48.8296343467], [2.3711130795, 48.8295014396], [2.369921196, 48.8295368407], [2.3695355544, 48.8295895484], [2.3684811546, 48.8290688404], [2.3682726627, 48.8291731005], [2.3682106237, 48.8291172954], [2.3672189661, 48.8297762708], [2.3672585433, 48.829973499], [2.3670726737, 48.8302117246], [2.36749956, 48.8303958445], [2.3673517391, 48.8305552562], [2.3675130175, 48.8306411847], [2.368139312, 48.8306307779], [2.3695308053, 48.8309478936], [2.3691981757, 48.8311778388], [2.3698061505, 48.8315882844], [2.3709338933," 48.8325979815]]]}"";48.8305632753",2.370036506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13-30;Présidentielle;2017;1;2007-04-23;9;50;13;30;60;1640;1357;1357;19;8;1330;25;97;405;185;4;12;1;5;365;17;214;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3663521097", 48.8318195992], [2.366745528, 48.8320046723], [2.3675683264, 48.8322267994], [2.3683024806, 48.8317487868], [2.3690108686, 48.8321858237], [2.3685155544, 48.8325503072], [2.3709226286, 48.8326128711], [2.3697782598, 48.8316091718], [2.3691542576, 48.831177083], [2.3695026205, 48.8309479017], [2.3681250604, 48.8306485907], [2.3675074493, 48.8306618607], [2.3673244544, 48.8305554679], [2.3674770154, 48.8303995727], [2.3670654163, 48.8302173305], [2.3664232818, 48.8309990136], [2.3663521097," 48.8318195992]]]}"";48.831542849",2.368269955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-2;Présidentielle;2017;1;2007-04-23;11;55;14;2;83;1490;1280;1279;9;3;1267;21;64;464;140;4;10;7;5;221;10;321;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3249432729", 48.8323084037], [2.3250943003, 48.8320305739], [2.3294540098, 48.8308682045], [2.3288415258, 48.8301512568], [2.3269297862, 48.8307211518], [2.3259434188, 48.8301060357], [2.3260422455, 48.8298368012], [2.3251183012, 48.8298282993], [2.3238353248, 48.8307086821], [2.3249432729," 48.8323084037]]]}"";48.8309220076",2.32619895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-14;Présidentielle;2017;1;2007-04-23;11;56;14;14;89;1568;1402;1402;8;5;1389;13;53;608;156;2;1;1;8;176;10;361;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3197148165", 48.8376367683], [2.3183798795, 48.8377085687], [2.3176415563, 48.83860595], [2.319950079, 48.8404760184], [2.3213814936, 48.8397491199], [2.3218280995, 48.8401263426], [2.3228313347, 48.837654327], [2.3200632337, 48.8364457519], [2.3193617805, 48.837157975], [2.3197045588, 48.8372608884], [2.3197148165," 48.8376367683]]]}"";48.8384947267",2.320381428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-32;Présidentielle;2017;1;2007-04-23;11;54;14;32;58;1438;1265;1264;14;7;1243;20;52;521;120;5;9;1;9;203;5;298;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3247220336", 48.843564], [2.326365415, 48.8430043733], [2.326191241, 48.8427927713], [2.329371926, 48.8418147682], [2.3276868365, 48.8403126158], [2.3265391594, 48.8409695349], [2.3247827567, 48.8414173323], [2.3242761226, 48.843182178], [2.3247220336," 48.843564]]]}"";48.8419181503",2.326528118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-11;Présidentielle;2017;1;2007-04-23;11;55;14;11;75;1385;1189;1189;9;1;1179;27;44;447;134;2;7;3;14;182;10;309;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3255351358", 48.8270252403], [2.324083102, 48.8250213571], [2.3238888289, 48.8248592691], [2.3217784989, 48.8253182057], [2.3215192978, 48.8256783197], [2.3242743171, 48.8268775821], [2.3250731404, 48.8272250239], [2.3255351358," 48.8270252403]]]}"";48.8259376604",2.323635255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-27;Présidentielle;2017;1;2007-04-23;11;54;14;27;75;1083;920;923;4;1;918;17;31;369;68;1;6;0;3;97;1;325;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3364311734", 48.8396769811], [2.3396496568, 48.8388358534], [2.3420217406, 48.8383168712], [2.3418127016, 48.8366648638], [2.3415181093, 48.8347748667], [2.3372019515, 48.8346319607], [2.33481998, 48.835493714], [2.3329591402, 48.8345218968], [2.3325808342, 48.8346305399], [2.3326679798, 48.8374642505], [2.3364311734," 48.8396769811]]]}"";48.8368786213",2.337385724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14-33;Présidentielle;2017;1;2007-04-23;11;54;14;33;105;1532;1328;1329;9;3;1317;18;49;539;128;4;4;3;4;174;12;382;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3242500699", 48.8431508903], [2.3247689541, 48.8414414568], [2.3247456826, 48.84076261], [2.3253551218, 48.8404965784], [2.3264711985, 48.8383435013], [2.3230234619, 48.8375294005], [2.3215646661, 48.8409955338], [2.3242500699," 48.8431508903]]]}"";48.839977524",2.323862491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-20;Présidentielle;2017;1;2007-04-23;12;60;15;20;91;1479;1259;1259;9;2;1248;24;41;424;69;0;5;0;7;93;9;576;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2954700597", 48.8545863977], [2.2992731701, 48.8521709052], [2.2974787164, 48.8516412138], [2.2965807331, 48.852325302], [2.2964154297, 48.8520572863], [2.2963638096, 48.8522279075], [2.2942082358, 48.8536464339], [2.2954700597," 48.8545863977]]]}"";48.85303231",2.296595716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-50;Présidentielle;2017;1;2007-04-23;13;57;15;50;38;1486;1219;1219;16;3;1200;19;80;427;111;6;14;2;9;205;17;310;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3052442993", 48.8345036245], [2.3031170629, 48.8320877823], [2.3028617064, 48.8315272018], [2.3023569547, 48.8311320994], [2.3019467447, 48.8304124547], [2.3016896698, 48.8295019662], [2.300993835, 48.8290421269], [2.300815792, 48.8299436434], [2.2979100635, 48.8306277101], [2.3010883291, 48.8325998299], [2.3036557188, 48.8349329724], [2.3052442993," 48.8345036245]]]}"";48.8320325311",2.301784479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-69;Présidentielle;2017;1;2007-04-23;13;57;15;69;67;1602;1301;1301;7;11;1283;38;73;479;116;0;7;0;6;229;12;323;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2893632468", 48.8385522803], [2.2894865782, 48.8382794648], [2.290299835, 48.8386229123], [2.2913291599, 48.8378530322], [2.2904817363, 48.8374407377], [2.2894535627, 48.8373545372], [2.2897072134, 48.8358025462], [2.2899457485, 48.8358748368], [2.2900224806, 48.8353323307], [2.2890557011, 48.8351323407], [2.2879158214, 48.8343360667], [2.2876472472, 48.8344912746], [2.2882281795, 48.835954873], [2.2877498617, 48.8359466805], [2.2869829934, 48.8358285262], [2.2860820267, 48.8355515998], [2.2859259878, 48.8358293622], [2.2882337622, 48.8379108234], [2.2880644472, 48.8382126468], [2.2893632468," 48.8385522803]]]}"";48.836712701",2.288677421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-80;Présidentielle;2017;1;2007-04-23;13;58;15;80;66;1482;1271;1273;3;11;1259;47;101;436;114;6;8;1;6;183;14;343;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2763928391", 48.8397332311], [2.2706121352, 48.8416595887], [2.2710490681, 48.8421149386], [2.2730785332, 48.8442044834], [2.2772263984, 48.8427225392], [2.2773233762, 48.8426529424], [2.2777318001, 48.842480226], [2.2780874848, 48.8429148961], [2.2782561471, 48.8428615667], [2.2779136674, 48.8424245004], [2.2794729786, 48.8419863489], [2.2799052199, 48.8416578022], [2.280708772, 48.8414016507], [2.279774333, 48.8403084788], [2.2785333398, 48.8404313758], [2.2769411583, 48.8405065664], [2.2763928391," 48.8397332311]]]}"";48.8418209578",2.275403073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-91;Présidentielle;2017;1;2007-04-23;13;58;15;91;99;1555;1358;1358;16;2;1340;18;71;498;81;3;6;0;13;131;13;506;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2894251334", 48.8449630096], [2.2895560254, 48.8449009508], [2.2897789341, 48.8446238083], [2.291760163, 48.8434246878], [2.2917821939, 48.8426900306], [2.2904790376, 48.8421289798], [2.2898123115, 48.8424532404], [2.289487075, 48.8425921458], [2.2888143173, 48.8428630403], [2.2877742143, 48.8432352746], [2.2878590222, 48.8433519618], [2.2872325828, 48.8442617699], [2.2876411212, 48.8445932147], [2.2886266436, 48.8446748361], [2.2890445313, 48.8445265469], [2.2894251334," 48.8449630096]]]}"";48.8435369304",2.289606701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-92;Présidentielle;2017;1;2007-04-23;13;58;15;92;73;1468;1231;1231;5;10;1216;34;76;422;103;5;5;0;7;153;7;404;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2889004197", 48.8416420308], [2.2876269912, 48.8412521478], [2.2857585388, 48.8420658866], [2.2857173886, 48.8420888435], [2.2855747953, 48.8421683935], [2.2856406853, 48.8422487875], [2.2856790467, 48.8422955934], [2.2856790493, 48.8422955957], [2.2858755478, 48.8425353466], [2.2861910311, 48.842865139], [2.2863054187, 48.8435325738], [2.2863174821, 48.8436811491], [2.2863223443, 48.8437410375], [2.2870333026, 48.844537689], [2.2878570649, 48.8433517399], [2.2877687829, 48.8432342149], [2.2887816889, 48.8428713103], [2.2894921317, 48.8425845733], [2.2883974819, 48.8419463227], [2.2889004197," 48.8416420308]]]}"";48.8426211439",2.28735867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-26;Présidentielle;2017;1;2007-04-23;14;63;16;26;96;1420;1235;1235;5;3;1227;11;38;339;27;1;3;3;1;40;3;761;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2663916092", 48.8490067979], [2.2650737326, 48.8489049146], [2.2651173938, 48.8499760529], [2.2640341895, 48.8511998356], [2.2641417193, 48.8518664393], [2.2640350101, 48.8519255572], [2.2648182354, 48.8530051098], [2.2662133724, 48.8518116473], [2.2661731539, 48.8514804432], [2.2665265121, 48.8509764336], [2.2671867293, 48.850872412], [2.2672340032, 48.8498562017], [2.2666802501, 48.8490420043], [2.2663916092," 48.8490067979]]]}"";48.8507662397",2.265606711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-43;Présidentielle;2017;1;2007-04-23;14;63;16;43;66;1266;1084;1084;9;1;1074;19;63;290;46;0;5;1;3;110;5;532;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2569471166", 48.8386862033], [2.2563522929, 48.840008139], [2.25613093, 48.8412794766], [2.2564983793, 48.8412992971], [2.2566959057, 48.8401022754], [2.2579872298, 48.8405804738], [2.2577493514, 48.8410810825], [2.2583171468, 48.8418443705], [2.2591887974, 48.8416180537], [2.2584849902, 48.8406512379], [2.2600229497, 48.8388056825], [2.2580800434, 48.8381157963], [2.2576586827, 48.8384676106], [2.2569471166," 48.8386862033]]]}"";48.8397383992",2.258042479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-68;Présidentielle;2017;1;2007-04-24;4;61;16;68;69;1351;1080;1080;7;5;1068;14;67;268;18;1;1;1;4;61;7;626;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2871968482", 48.8762246818], [2.2949310487, 48.8737771388], [2.2951476157, 48.8735439462], [2.2933149494, 48.8727912693], [2.2924574378, 48.8717013142], [2.2917903367, 48.8710457442], [2.2906518833, 48.8719292681], [2.2888740333, 48.8711638537], [2.286738375, 48.8729282716], [2.2881375281, 48.8730904089], [2.2870500728, 48.8760630841], [2.2871968482," 48.8762246818]]]}"";48.8734821294",2.290371297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-3;Présidentielle;2017;1;2007-04-23;3;67;17;3;116;1480;1301;1301;12;2;1287;12;44;534;127;2;12;0;6;199;10;341;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3252428329", 48.8852309787], [2.3235169489, 48.8842840747], [2.3230257743, 48.8843440516], [2.3217279267, 48.8854015872], [2.3216581077, 48.8857675657], [2.3230358123, 48.8869441999], [2.3245478714, 48.8859229158], [2.3245588118, 48.8857624603], [2.3252428329," 48.8852309787]]]}"";48.8855219144",2.323315642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-29;Présidentielle;2017;1;2007-04-23;3;68;17;29;100;1717;1473;1474;9;5;1460;11;85;567;192;3;11;1;6;301;9;274;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3211683124", 48.8939260391], [2.3226537664, 48.8934857604], [2.3231957729, 48.8934274076], [2.3235709851, 48.8934686859], [2.3222251726, 48.8919065899], [2.322146557, 48.8919247227], [2.321999303, 48.891770095], [2.3211277181, 48.8916074352], [2.3198269457, 48.8908846155], [2.3190756568, 48.8913177317], [2.3211683124," 48.8939260391]]]}"";48.8924729632",2.321224614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-33;Présidentielle;2017;1;2007-04-23;3;68;17;33;81;1455;1242;1237;7;3;1227;18;55;497;157;2;7;2;5;241;12;231;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3248640078", 48.8910491526], [2.3226767174, 48.8893733891], [2.3218518982, 48.8898270239], [2.3209222214, 48.8904523485], [2.3221820632, 48.8919053258], [2.3248640078," 48.8910491526]]]}"";48.8906928853",2.322732763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-41;Présidentielle;2017;1;2007-04-23;4;67;17;41;99;1532;1331;1331;8;1;1322;19;48;387;51;2;2;2;1;80;8;722;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.2944649645", 48.8844130282], [2.2946454774, 48.8845204202], [2.29358353, 48.8854170449], [2.2937556794, 48.8855597276], [2.2959118182, 48.8853083982], [2.2974933332, 48.8855645677], [2.2982642156, 48.8850862304], [2.29809679, 48.8846280753], [2.3000453417, 48.8838865666], [2.300058464, 48.8837577099], [2.2971287079, 48.8823693314], [2.2944649645," 48.8844130282]]]}"";48.8841717294",2.296876467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-3;Présidentielle;2017;1;2007-04-23;18;70;18;3;81;1520;1303;1303;11;5;1287;21;66;493;132;2;6;1;8;210;14;334;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3402248044", 48.8896849309], [2.3414557987, 48.8897442604], [2.3427740366, 48.8897809085], [2.3417980798, 48.8884152763], [2.3430651814, 48.8884515217], [2.3437253973, 48.8888387459], [2.3443681341, 48.8875661809], [2.3451589664, 48.8877970388], [2.3451386753, 48.8875486574], [2.3448875721, 48.8875299805], [2.344903604, 48.8864723479], [2.3441016911, 48.8862720953], [2.3440044255, 48.8857940311], [2.3419371465, 48.8856322664], [2.3389056689, 48.8864031941], [2.3391394996, 48.8866969476], [2.3395025751, 48.8870254286], [2.3397146024, 48.8870158458], [2.3397861219, 48.8882518471], [2.3402248044," 48.8896849309]]]}"";48.8874797675",2.341954196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19-37;Présidentielle;2017;1;2007-04-23;16;75;19;37;47;1365;1065;1065;15;4;1046;29;90;297;102;10;10;1;3;357;13;134;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3979114203", 48.8769801918], [2.397939469, 48.8754789995], [2.3973195, 48.8754582457], [2.395066883, 48.8752910892], [2.3924402107, 48.8754371621], [2.3921363385, 48.8756843042], [2.3925647768, 48.8765769168], [2.3926118524, 48.8769878109], [2.3952549556, 48.8760112736], [2.3979114203," 48.8769801918]]]}"";48.8759692705",2.395094138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-1;Présidentielle;2017;1;2007-04-23;15;79;20;1;67;1335;1116;1116;9;3;1104;23;60;351;190;2;11;1;4;289;11;162;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4034230917", 48.862435093], [2.4017141721, 48.8616199748], [2.4009575772, 48.8622923779], [2.3999827789, 48.8631764093], [2.3997446419, 48.8633131824], [2.39917534, 48.8640659585], [2.3982197581, 48.8652837862], [2.3985019908, 48.8653235271], [2.3988121155, 48.8652808152], [2.3993620462, 48.8658983441], [2.4002543902, 48.8648234386], [2.3990603402, 48.8648747752], [2.3991451271, 48.8647312245], [2.4003917921, 48.8642372379], [2.399871712, 48.8641612902], [2.3998511852, 48.8640536729], [2.4003811021, 48.8638493332], [2.4004967444, 48.8639210208], [2.4011239157, 48.8636849001], [2.4022156404, 48.8632743562], [2.4027145954, 48.8630007868], [2.4028931584, 48.8628734013], [2.4032304144, 48.8626130258], [2.4034230917," 48.862435093]]]}"";48.8634519522",2.400792517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-8;Présidentielle;2017;1;2007-04-23;15;79;20;8;68;1264;1086;1087;10;0;1077;12;38;413;167;6;8;4;2;311;9;107;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3988725845", 48.8674643554], [2.3971318233, 48.866677574], [2.3964448545, 48.8675585398], [2.3964447482, 48.8675586792], [2.3954373758, 48.8688621563], [2.3945499542, 48.8699466378], [2.3952710046, 48.8699753052], [2.3957846119, 48.8700524704], [2.3971016674, 48.8689608381], [2.3980727145, 48.8681963738], [2.3980753379, 48.8681943079], [2.3988725845," 48.8674643554]]]}"";48.8683744924",2.396738417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-15;Présidentielle;2017;1;2007-04-23;15;78;20;15;45;1422;1187;1189;9;8;1172;26;71;369;171;8;16;2;7;366;4;132;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3980558805", 48.8735186397], [2.3976577905, 48.873547874], [2.3964399832, 48.8716777867], [2.3957645338, 48.8716341143], [2.3961961575, 48.8727644344], [2.3959165097, 48.8736757299], [2.3958611596, 48.8743783374], [2.3953939759, 48.8752293938], [2.3973091041, 48.875418317], [2.3980746246, 48.8754395244], [2.3980558805," 48.8735186397]]]}"";48.873946471",2.396819751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-35;Présidentielle;2017;1;2007-04-23;15;77;20;35;13;1408;1007;1007;20;15;972;21;135;240;99;6;8;5;6;339;10;103;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.4146027904", 48.8590092175], [2.4154146068, 48.8543948149], [2.4106195253, 48.853516807], [2.410263585, 48.8554802471], [2.4097620505, 48.8555452322], [2.4099257607, 48.8558099391], [2.4101545846, 48.8561748588], [2.4105753597, 48.8562190838], [2.411418466, 48.8569857678], [2.4105374811, 48.8570150673], [2.4105083509, 48.8575557035], [2.4107950299, 48.8575814406], [2.410621186, 48.8587616775], [2.411529113, 48.8588428782], [2.4146027904," 48.8590092175]]]}"";48.8562956332",2.412723252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-58;Présidentielle;2017;1;2007-04-23;6;79;20;58;85;1605;1369;1369;19;9;1341;16;43;454;244;4;15;2;3;402;11;147;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3950121292", 48.8619770372], [2.3967723574, 48.8601630925], [2.3970796253, 48.858086802], [2.3972827336, 48.8568983406], [2.3971322275, 48.8568673929], [2.3953217252, 48.8567163059], [2.3944422875, 48.8565957488], [2.3922670326, 48.8577103317], [2.3896346402, 48.8585163637], [2.3895671139, 48.8585823285], [2.3889663665, 48.8598415497], [2.3950121292," 48.8619770372]]]}"";48.8591569131",2.393718167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1-2;Présidentielle;2017;1;2007-04-23;1;2;1;2;88;1172;991;991;11;2;978;2;43;424;83;3;5;3;6;152;3;254;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3446348376", 48.8613164118], [2.3448038236, 48.8616393879], [2.3460351327, 48.861025922], [2.3454418709, 48.8603988687], [2.3448243224, 48.8596413584], [2.3391753863, 48.8615005651], [2.3395095327, 48.8621448553], [2.3392133074, 48.8622266787], [2.3392690668, 48.8623401707], [2.3396913801, 48.8622436375], [2.3398680276, 48.8620997594], [2.3401385316, 48.8621070356], [2.3424156678, 48.8615551231], [2.3442263204, 48.8612563416], [2.3446348376," 48.8613164118]]]}"";48.8610015359",2.342818083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1-4;Présidentielle;2017;1;2007-04-23;1;2;1;4;75;1300;1069;1069;14;3;1052;19;57;381;102;0;11;2;9;235;10;226;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3477258448", 48.8641529154], [2.3508929054, 48.8633914778], [2.3493884806, 48.8606727495], [2.3491561007, 48.8607266503], [2.3495174174, 48.8613813909], [2.3495176071, 48.8621356324], [2.349225861, 48.8622028166], [2.3490225453, 48.8618346683], [2.348416342, 48.861964275], [2.3486175908, 48.8623433334], [2.3459481813, 48.8629449322], [2.3461411183, 48.8631653635], [2.34659714, 48.8634464835], [2.3476867932, 48.863699835], [2.3477258448," 48.8641529154]]]}"";48.8629141581",2.348743462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3-8;Présidentielle;2017;1;2007-04-23;1;11;3;8;107;1324;1139;1139;5;4;1130;5;36;478;91;2;5;0;7;152;4;350;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3589719434", 48.8586211874], [2.359976272, 48.8593015843], [2.3623816351, 48.8590664337], [2.3633544756, 48.8594319548], [2.364378694, 48.8581067409], [2.3646505617, 48.858016963], [2.3645142487, 48.8573752149], [2.3672127969, 48.8568394869], [2.3671299458, 48.8560243433], [2.3684122194, 48.8558182595], [2.3684357037, 48.8557444997], [2.3671181385, 48.8559544753], [2.3647359107, 48.8563432642], [2.361704761, 48.8572850665], [2.3594894882, 48.8582898426], [2.3589719434," 48.8586211874]]]}"";48.8577954233",2.363043028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4-8;Présidentielle;2017;1;2007-04-23;7;15;4;8;62;1513;1294;1294;11;7;1276;27;122;464;120;2;9;2;7;198;8;317;""{""""type"""": """"Polygon"""""," """"coordinates"""": [[[2.3630968668", 48.8510022424], [2.3667855964, 48.8515428444], [2.3660390287, 48.8505319258], [2.3651641828, 48.84980465], [2.3661835502, 48.8496331806], [2.3668763324, 48.8508106715], [2.3680500383, 48.8508924017], [2.3664731406, 48.8473874293], [2.3644452377, 48.8461733494], [2.3625273761, 48.8476411087], [2.3615414073, 48.8482539608], [2.3608333919, 48.849542006], [2.3607298872, 48.8497509792], [2.3605479228, 48.8505523609], [2.3626286861, 48.8512411128], [2.3630968668," 48.8510022424]]]}"";48.8491677701",2.364233006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
